#ZONE I=63 J=43 K=1
1.227273e+00	-1.453125e+00	-1.907470e-01	4.386774e-02	1.957263e-01
1.227273e+00	-1.406250e+00	-1.679777e-01	4.558043e-02	1.740520e-01
1.227273e+00	-1.359375e+00	-1.485266e-01	4.692950e-02	1.557644e-01
1.227273e+00	-1.312500e+00	-1.320765e-01	4.757108e-02	1.403824e-01
1.227273e+00	-1.265625e+00	-1.183262e-01	4.720521e-02	1.273947e-01
1.227273e+00	-1.218750e+00	-1.069918e-01	4.556741e-02	1.162912e-01
1.227273e+00	-1.171875e+00	-9.780888e-02	4.241918e-02	1.066113e-01
1.227273e+00	-1.125000e+00	-9.053133e-02	3.753761e-02	9.800507e-02
1.227273e+00	-1.078125e+00	-8.492921e-02	3.070524e-02	9.030938e-02
1.227273e+00	-1.031250e+00	-8.078297e-02	2.170205e-02	8.364727e-02
1.227273e+00	-9.843750e-01	-7.787544e-02	1.030073e-02	7.855373e-02
1.227273e+00	-9.375000e-01	-7.598237e-02	-3.732768e-03	7.607400e-02
1.227273e+00	-8.906250e-01	-7.486266e-02	-2.063189e-02	7.765367e-02
1.227273e+00	-8.437500e-01	-7.425085e-02	-4.061312e-02	8.463223e-02
1.227273e+00	-7.968750e-01	-7.385502e-02	-6.385010e-02	9.762889e-02
1.227273e+00	-7.500000e-01	-7.336326e-02	-9.043984e-02	1.164540e-01
1.227273e+00	-7.031250e-01	-7.246051e-02	-1.203657e-01	1.404935e-01
1.227273e+00	-6.562500e-01	-7.085461e-02	-1.534635e-01	1.690308e-01
1.227273e+00	-6.093750e-01	-6.830780e-02	-1.893975e-01	2.013389e-01
1.227273e+00	-5.625000e-01	-6.466767e-02	-2.276500e-01	2.366568e-01
1.227273e+00	-5.156250e-01	-5.989185e-02	-2.675284e-01	2.741504e-01
1.227273e+00	-4.687500e-01	-5.406162e-02	-3.081878e-01	3.128936e-01
1.227273e+00	-4.218750e-01	-4.738109e-02	-3.486700e-01	3.518746e-01
1.227273e+00	-3.750000e-01	-4.015989e-02	-3.879555e-01	3.900286e-01
1.227273e+00	-3.281250e-01	-3.277953e-02	-4.250252e-01	4.262874e-01
1.227273e+00	-2.812500e-01	-2.564491e-02	-4.589250e-01	4.596409e-01
1.227273e+00	-2.343750e-01	-1.912616e-02	-4.888212e-01	4.891952e-01
1.227273e+00	-1.875000e-01	-1.349916e-02	-5.140389e-01	5.142162e-01
1.227273e+00	-1.406250e-01	-8.895686e-03	-5.340747e-01	5.341488e-01
1.227273e+00	-9.375000e-02	-5.274992e-03	-5.485859e-01	5.486112e-01
1.227273e+00	-4.687500e-02	-2.425710e-03	-5.573637e-01	5.573690e-01
1.227273e+00	0.000000e+00	-3.377271e-15	-5.603006e-01	5.603006e-01
1.227273e+00	4.687500e-02	2.425710e-03	-5.573637e-01	5.573690e-01
1.227273e+00	9.375000e-02	5.274992e-03	-5.485859e-01	5.486112e-01
1.227273e+00	1.406250e-01	8.895686e-03	-5.340747e-01	5.341488e-01
1.227273e+00	1.875000e-01	1.349916e-02	-5.140389e-01	5.142162e-01
1.227273e+00	2.343750e-01	1.912616e-02	-4.888212e-01	4.891952e-01
1.227273e+00	2.812500e-01	2.564491e-02	-4.589250e-01	4.596409e-01
1.227273e+00	3.281250e-01	3.277953e-02	-4.250252e-01	4.262874e-01
1.227273e+00	3.750000e-01	4.015989e-02	-3.879555e-01	3.900286e-01
1.227273e+00	4.218750e-01	4.738109e-02	-3.486700e-01	3.518746e-01
1.227273e+00	4.687500e-01	5.406162e-02	-3.081878e-01	3.128936e-01
1.227273e+00	5.156250e-01	5.989185e-02	-2.675284e-01	2.741504e-01
1.227273e+00	5.625000e-01	6.466767e-02	-2.276500e-01	2.366568e-01
1.227273e+00	6.093750e-01	6.830780e-02	-1.893975e-01	2.013389e-01
1.227273e+00	6.562500e-01	7.085461e-02	-1.534635e-01	1.690308e-01
1.227273e+00	7.031250e-01	7.246051e-02	-1.203657e-01	1.404935e-01
1.227273e+00	7.500000e-01	7.336326e-02	-9.043984e-02	1.164540e-01
1.227273e+00	7.968750e-01	7.385502e-02	-6.385010e-02	9.762889e-02
1.227273e+00	8.437500e-01	7.425085e-02	-4.061312e-02	8.463223e-02
1.227273e+00	8.906250e-01	7.486266e-02	-2.063189e-02	7.765367e-02
1.227273e+00	9.375000e-01	7.598237e-02	-3.732768e-03	7.607400e-02
1.227273e+00	9.843750e-01	7.787544e-02	1.030073e-02	7.855373e-02
1.227273e+00	1.031250e+00	8.078297e-02	2.170205e-02	8.364727e-02
1.227273e+00	1.078125e+00	8.492921e-02	3.070524e-02	9.030938e-02
1.227273e+00	1.125000e+00	9.053133e-02	3.753761e-02	9.800507e-02
1.227273e+00	1.171875e+00	9.780888e-02	4.241918e-02	1.066113e-01
1.227273e+00	1.218750e+00	1.069918e-01	4.556741e-02	1.162912e-01
1.227273e+00	1.265625e+00	1.183262e-01	4.720521e-02	1.273947e-01
1.227273e+00	1.312500e+00	1.320765e-01	4.757108e-02	1.403824e-01
1.227273e+00	1.359375e+00	1.485266e-01	4.692950e-02	1.557644e-01
1.227273e+00	1.406250e+00	1.679777e-01	4.558043e-02	1.740520e-01
1.227273e+00	1.453125e+00	1.907470e-01	4.386774e-02	1.957263e-01
1.254545e+00	-1.453125e+00	-1.869725e-01	5.794932e-02	1.957469e-01
1.254545e+00	-1.406250e+00	-1.646576e-01	5.772673e-02	1.744835e-01
1.254545e+00	-1.359375e+00	-1.453737e-01	5.731881e-02	1.562657e-01
1.254545e+00	-1.312500e+00	-1.288376e-01	5.637421e-02	1.406314e-01
1.254545e+00	-1.265625e+00	-1.147773e-01	5.458478e-02	1.270957e-01
1.254545e+00	-1.218750e+00	-1.029326e-01	5.167698e-02	1.151765e-01
1.254545e+00	-1.171875e+00	-9.305656e-02	4.740278e-02	1.044344e-01
1.254545e+00	-1.125000e+00	-8.491519e-02	4.153042e-02	9.452706e-02
1.254545e+00	-1.078125e+00	-7.828523e-02	3.383572e-02	8.528443e-02
1.254545e+00	-1.031250e+00	-7.295037e-02	2.409532e-02	7.682670e-02
1.254545e+00	-9.843750e-01	-6.869573e-02	1.208302e-02	6.975029e-02
1.254545e+00	-9.375000e-01	-6.530175e-02	-2.429496e-03	6.534693e-02
1.254545e+00	-8.906250e-01	-6.253890e-02	-1.966585e-02	6.555806e-02
1.254545e+00	-8.437500e-01	-6.016503e-02	-3.983091e-02	7.215492e-02
1.254545e+00	-7.968750e-01	-5.792787e-02	-6.308875e-02	8.564945e-02
1.254545e+00	-7.500000e-01	-5.557427e-02	-8.953394e-02	1.053794e-01
1.254545e+00	-7.031250e-01	-5.286684e-02	-1.191597e-01	1.303608e-01
1.254545e+00	-6.562500e-01	-4.960640e-02	-1.518277e-01	1.597262e-01
1.254545e+00	-6.093750e-01	-4.565693e-02	-1.872447e-01	1.927308e-01
1.254545e+00	-5.625000e-01	-4.096795e-02	-2.249501e-01	2.286502e-01
1.254545e+00	-5.156250e-01	-3.558992e-02	-2.643168e-01	2.667021e-01
1.254545e+00	-4.687500e-01	-2.967889e-02	-3.045676e-01	3.060103e-01
1.254545e+00	-4.218750e-01	-2.348767e-02	-3.448044e-01	3.456034e-01
1.254545e+00	-3.750000e-01	-1.734222e-02	-3.840511e-01	3.844425e-01
1.254545e+00	-3.281250e-01	-1.160498e-02	-4.213081e-01	4.214679e-01
1.254545e+00	-2.812500e-01	-6.628354e-03	-4.556094e-01	4.556576e-01
1.254545e+00	-2.343750e-01	-2.703848e-03	-4.860773e-01	4.860848e-01
1.254545e+00	-1.875000e-01	-1.465874e-05	-5.119631e-01	5.119631e-01
1.254545e+00	-1.406250e-01	1.401202e-03	-5.326687e-01	5.326706e-01
1.254545e+00	-9.375000e-02	1.668766e-03	-5.477510e-01	5.477536e-01
1.254545e+00	-4.687500e-02	1.068030e-03	-5.569124e-01	5.569134e-01
1.254545e+00	0.000000e+00	-2.595884e-15	-5.599843e-01	5.599843e-01
1.254545e+00	4.687500e-02	-1.068030e-03	-5.569124e-01	5.569134e-01
1.254545e+00	9.375000e-02	-1.668766e-03	-5.477510e-01	5.477536e-01
1.254545e+00	1.406250e-01	-1.401202e-03	-5.326687e-01	5.326706e-01
1.254545e+00	1.875000e-01	1.465874e-05	-5.119631e-01	5.119631e-01
