ZONE I=65 J=45 K=1
1.200000e+00	1.500000e+00	-1.750061e-01	2.954456e-01	1.447540e-01	8.514332e-01
1.200000e+00	1.453125e+00	-1.590649e-01	2.720786e-01	1.542055e-01	8.338275e-01
1.200000e+00	1.406250e+00	-1.443193e-01	2.528676e-01	1.638054e-01	8.186966e-01
1.200000e+00	1.359375e+00	-1.305464e-01	2.374360e-01	1.732112e-01	8.057050e-01
1.200000e+00	1.312500e+00	-1.175435e-01	2.254304e-01	1.821282e-01	7.945725e-01
1.200000e+00	1.265625e+00	-1.051275e-01	2.165161e-01	1.903073e-01	7.850602e-01
1.200000e+00	1.218750e+00	-9.313343e-02	2.103783e-01	1.975392e-01	7.769615e-01
1.200000e+00	1.171875e+00	-8.141342e-02	2.067237e-01	2.036456e-01	7.700961e-01
1.200000e+00	1.125000e+00	-6.983558e-02	2.052795e-01	2.084673e-01	7.643059e-01
1.200000e+00	1.078125e+00	-5.828287e-02	2.057881e-01	2.118525e-01	7.594525e-01
1.200000e+00	1.031250e+00	-4.665251e-02	2.079978e-01	2.136466e-01	7.554153e-01
1.200000e+00	9.843750e-01	-3.485607e-02	2.116490e-01	2.136854e-01	7.520895e-01
1.200000e+00	9.375000e-01	-2.282028e-02	2.164575e-01	2.117934e-01	7.493852e-01
1.200000e+00	8.906250e-01	-1.048900e-02	2.220958e-01	2.077891e-01	7.472260e-01
1.200000e+00	8.437500e-01	2.173809e-03	2.281746e-01	2.014996e-01	7.455474e-01
1.200000e+00	7.968750e-01	1.518027e-02	2.342308e-01	1.927858e-01	7.442927e-01
1.200000e+00	7.500000e-01	2.851432e-02	2.397273e-01	1.815757e-01	7.434089e-01
1.200000e+00	7.031250e-01	4.212796e-02	2.440696e-01	1.678996e-01	7.428416e-01
1.200000e+00	6.562500e-01	5.593891e-02	2.466398e-01	1.519193e-01	7.425326e-01
1.200000e+00	6.093750e-01	6.983050e-02	2.468425e-01	1.339434e-01	7.424205e-01
1.200000e+00	5.625000e-01	8.365445e-02	2.441568e-01	1.144248e-01	7.424460e-01
1.200000e+00	5.156250e-01	9.723643e-02	2.381854e-01	9.394005e-02	7.425583e-01
1.200000e+00	4.687500e-01	1.103842e-01	2.286945e-01	7.315336e-02	7.427219e-01
1.200000e+00	4.218750e-01	1.228976e-01	2.156403e-01	5.276793e-02	7.429198e-01
1.200000e+00	3.750000e-01	1.345797e-01	1.991773e-01	3.346907e-02	7.431513e-01
1.200000e+00	3.281250e-01	1.452474e-01	1.796450e-01	1.586409e-02	7.434253e-01
1.200000e+00	2.812500e-01	1.547413e-01	1.575300e-01	4.277014e-04	7.437500e-01
1.200000e+00	2.343750e-01	1.629319e-01	1.334049e-01	-1.253593e-02	7.441220e-01
1.200000e+00	1.875000e-01	1.697226e-01	1.078537e-01	-2.290358e-02	7.445206e-01
1.200000e+00	1.406250e-01	1.750485e-01	8.139848e-02	-3.070999e-02	7.449076e-01
1.200000e+00	9.375000e-02	1.788707e-01	5.444511e-02	-3.609484e-02	7.452344e-01
1.200000e+00	4.687500e-02	1.811694e-01	2.726253e-02	-3.923214e-02	7.454536e-01
1.200000e+00	0.000000e+00	1.819363e-01	-2.168404e-18	-4.026045e-02	7.455309e-01
1.200000e+00	-4.687500e-02	1.811694e-01	-2.726253e-02	-3.923214e-02	7.454536e-01
1.200000e+00	-9.375000e-02	1.788707e-01	-5.444511e-02	-3.609484e-02	7.452344e-01
1.200000e+00	-1.406250e-01	1.750485e-01	-8.139848e-02	-3.070999e-02	7.449076e-01
1.200000e+00	-1.875000e-01	1.697226e-01	-1.078537e-01	-2.290358e-02	7.445206e-01
