2.279991e+00 -5.231800e-09 -1.910945e-01
2.279945e+00 8.153085e-03 -1.910945e-01
2.279808e+00 1.630637e-02 -1.910945e-01
2.279570e+00 2.445952e-02 -1.910945e-01
2.279239e+00 3.261281e-02 -1.910945e-01
2.278824e+00 4.076702e-02 -1.910945e-01
2.278310e+00 4.892139e-02 -1.910945e-01
2.277707e+00 5.707674e-02 -1.910945e-01
2.277000e+00 6.523138e-02 -1.910945e-01
2.276207e+00 7.338779e-02 -1.910945e-01
2.275308e+00 8.154305e-02 -1.910945e-01
2.274324e+00 8.970057e-02 -1.910945e-01
2.273248e+00 9.785976e-02 -1.910945e-01
2.272072e+00 1.060188e-01 -1.910945e-01
2.270798e+00 1.141780e-01 -1.910945e-01
2.269426e+00 1.223379e-01 -1.910945e-01
2.267964e+00 1.305005e-01 -1.910945e-01
2.266408e+00 1.386653e-01 -1.910945e-01
2.264756e+00 1.468317e-01 -1.910945e-01
2.263001e+00 1.549980e-01 -1.910945e-01
2.261143e+00 1.631638e-01 -1.910945e-01
2.259188e+00 1.713314e-01 -1.910945e-01
2.257130e+00 1.794991e-01 -1.910945e-01
2.254990e+00 1.876754e-01 -1.910945e-01
2.252742e+00 1.958508e-01 -1.910945e-01
2.250377e+00 2.040200e-01 -1.910945e-01
2.247917e+00 2.121940e-01 -1.910945e-01
2.245347e+00 2.203659e-01 -1.910945e-01
2.242682e+00 2.285435e-01 -1.910945e-01
2.239925e+00 2.367290e-01 -1.910945e-01
2.237054e+00 2.449117e-01 -1.910945e-01
2.234070e+00 2.530919e-01 -1.910945e-01
2.230979e+00 2.612731e-01 -1.910945e-01
2.227774e+00 2.694520e-01 -1.910945e-01
2.224475e+00 2.776419e-01 -1.910945e-01
2.221064e+00 2.858312e-01 -1.910945e-01
2.217540e+00 2.940209e-01 -1.910945e-01
2.213896e+00 3.022069e-01 -1.910945e-01
2.210134e+00 3.103892e-01 -1.910945e-01
2.206266e+00 3.185782e-01 -1.910945e-01
2.202283e+00 3.267695e-01 -1.910945e-01
2.198190e+00 3.349667e-01 -1.910945e-01
2.193971e+00 3.431591e-01 -1.910945e-01
2.189621e+00 3.513401e-01 -1.910945e-01
2.185158e+00 3.595296e-01 -1.910945e-01
2.180564e+00 3.677093e-01 -1.910945e-01
2.175862e+00 3.759055e-01 -1.910945e-01
2.171034e+00 3.841002e-01 -1.910945e-01
2.166070e+00 3.922862e-01 -1.910945e-01
2.160975e+00 4.004674e-01 -1.910945e-01
2.155747e+00 4.086431e-01 -1.910945e-01
2.150384e+00 4.168148e-01 -1.910945e-01
2.144901e+00 4.250001e-01 -1.910945e-01
2.139280e+00 4.331817e-01 -1.910945e-01
2.133514e+00 4.413503e-01 -1.910945e-01
2.127606e+00 4.495122e-01 -1.910945e-01
2.121554e+00 4.576657e-01 -1.910945e-01
2.115363e+00 4.658226e-01 -1.910945e-01
2.109030e+00 4.739799e-01 -1.910945e-01
2.102547e+00 4.821294e-01 -1.910945e-01
2.095908e+00 4.902633e-01 -1.910945e-01
2.089115e+00 4.983866e-01 -1.910945e-01
2.082171e+00 5.065105e-01 -1.910945e-01
2.075070e+00 5.146269e-01 -1.910945e-01
2.067806e+00 5.227284e-01 -1.910945e-01
2.060383e+00 5.308277e-01 -1.910945e-01
2.052793e+00 5.389120e-01 -1.910945e-01
2.045034e+00 5.469812e-01 -1.910945e-01
2.037103e+00 5.550360e-01 -1.910945e-01
2.028999e+00 5.630760e-01 -1.910945e-01
2.020721e+00 5.711077e-01 -1.910945e-01
2.012262e+00 5.791208e-01 -1.910945e-01
2.003622e+00 5.871238e-01 -1.910945e-01
1.994795e+00 5.951021e-01 -1.910945e-01
1.985779e+00 6.030604e-01 -1.910945e-01
1.976570e+00 6.109944e-01 -1.910945e-01
1.967166e+00 6.189094e-01 -1.910945e-01
1.957564e+00 6.268054e-01 -1.910945e-01
1.947760e+00 6.346815e-01 -1.910945e-01
1.937749e+00 6.425271e-01 -1.910945e-01
1.927527e+00 6.503431e-01 -1.910945e-01
1.917090e+00 6.581208e-01 -1.910945e-01
1.906437e+00 6.658733e-01 -1.910945e-01
1.895562e+00 6.736013e-01 -1.910945e-01
1.884462e+00 6.813035e-01 -1.910945e-01
1.873131e+00 6.889645e-01 -1.910945e-01
1.861564e+00 6.965868e-01 -1.910945e-01
1.849758e+00 7.041571e-01 -1.910945e-01
1.837707e+00 7.116945e-01 -1.910945e-01
1.825408e+00 7.191881e-01 -1.910945e-01
1.812854e+00 7.266626e-01 -1.910945e-01
1.800041e+00 7.340798e-01 -1.910945e-01
1.786963e+00 7.414433e-01 -1.910945e-01
1.773614e+00 7.487459e-01 -1.910945e-01
1.759991e+00 7.559889e-01 -1.910945e-01
1.746084e+00 7.631882e-01 -1.910945e-01
1.731888e+00 7.703414e-01 -1.910945e-01
1.717396e+00 7.774494e-01 -1.910945e-01
1.702602e+00 7.844836e-01 -1.910945e-01
1.687502e+00 7.914420e-01 -1.910945e-01
1.672089e+00 7.983212e-01 -1.910945e-01
1.656352e+00 8.051373e-01 -1.910945e-01
1.640281e+00 8.118955e-01 -1.910945e-01
1.623870e+00 8.185824e-01 -1.910945e-01
1.607111e+00 8.251931e-01 -1.910945e-01
1.589998e+00 8.317120e-01 -1.910945e-01
1.572518e+00 8.381536e-01 -1.910945e-01
1.554674e+00 8.444696e-01 -1.910945e-01
1.536448e+00 8.506900e-01 -1.910945e-01
1.517821e+00 8.568405e-01 -1.910945e-01
1.498795e+00 8.628716e-01 -1.910945e-01
1.479362e+00 8.687786e-01 -1.910945e-01
1.459499e+00 8.745857e-01 -1.910945e-01
1.439202e+00 8.802702e-01 -1.910945e-01
1.418482e+00 8.857742e-01 -1.910945e-01
1.397519e+00 8.906902e-01 -1.910945e-01
1.393137e+00 8.605477e-01 -1.910945e-01
1.387326e+00 8.351468e-01 -1.910945e-01
1.381983e+00 8.103509e-01 -1.910945e-01
1.376998e+00 7.863058e-01 -1.910945e-01
1.372374e+00 7.629344e-01 -1.910945e-01
1.368053e+00 7.402745e-01 -1.910945e-01
1.364031e+00 7.182680e-01 -1.910945e-01
1.360273e+00 6.969137e-01 -1.910945e-01
1.356764e+00 6.761816e-01 -1.910945e-01
1.353479e+00 6.560563e-01 -1.910945e-01
1.350400e+00 6.365138e-01 -1.910945e-01
1.347511e+00 6.175316e-01 -1.910945e-01
1.344798e+00 5.990851e-01 -1.910945e-01
1.342237e+00 5.811641e-01 -1.910945e-01
1.339835e+00 5.637221e-01 -1.910945e-01
1.337563e+00 5.467604e-01 -1.910945e-01
1.335411e+00 5.302551e-01 -1.910945e-01
1.333389e+00 5.141634e-01 -1.910945e-01
1.331470e+00 4.984886e-01 -1.910945e-01
1.329649e+00 4.832059e-01 -1.910945e-01
1.327927e+00 4.682886e-01 -1.910945e-01
1.326296e+00 4.537230e-01 -1.910945e-01
1.324745e+00 4.394956e-01 -1.910945e-01
1.323269e+00 4.255900e-01 -1.910945e-01
1.321879e+00 4.119776e-01 -1.910945e-01
1.320544e+00 3.986652e-01 -1.910945e-01
1.319271e+00 3.856298e-01 -1.910945e-01
1.318072e+00 3.728452e-01 -1.910945e-01
1.316932e+00 3.603086e-01 -1.910945e-01
1.315835e+00 3.480170e-01 -1.910945e-01
1.314794e+00 3.359461e-01 -1.910945e-01
1.313814e+00 3.240808e-01 -1.910945e-01
1.312869e+00 3.124255e-01 -1.910945e-01
1.311971e+00 3.009613e-01 -1.910945e-01
1.311115e+00 2.896793e-01 -1.910945e-01
1.310315e+00 2.785623e-01 -1.910945e-01
1.309544e+00 2.676149e-01 -1.910945e-01
1.308809e+00 2.568238e-01 -1.910945e-01
1.308110e+00 2.461801e-01 -1.910945e-01
1.307453e+00 2.356724e-01 -1.910945e-01
1.306831e+00 2.252963e-01 -1.910945e-01
1.306234e+00 2.150475e-01 -1.910945e-01
1.305664e+00 2.049182e-01 -1.910945e-01
1.305137e+00 1.948946e-01 -1.910945e-01
1.304639e+00 1.849752e-01 -1.910945e-01
1.304165e+00 1.751557e-01 -1.910945e-01
1.303727e+00 1.654256e-01 -1.910945e-01
1.303304e+00 1.557852e-01 -1.910945e-01
1.302916e+00 1.462225e-01 -1.910945e-01
1.302556e+00 1.367341e-01 -1.910945e-01
1.302224e+00 1.273146e-01 -1.910945e-01
1.301914e+00 1.179599e-01 -1.910945e-01
1.301617e+00 1.086669e-01 -1.910945e-01
1.301354e+00 9.942560e-02 -1.910945e-01
1.301122e+00 9.023217e-02 -1.910945e-01
1.300908e+00 8.108432e-02 -1.910945e-01
1.300720e+00 7.197575e-02 -1.910945e-01
1.300547e+00 6.290341e-02 -1.910945e-01
