ZONE I=361 J=100 K=1
1.441345e+00 -2.412611e-01 -2.796214e-01 -4.503654e+05
1.443371e+00 -2.492198e-01 -2.796214e-01 -4.499442e+05
1.445512e+00 -2.572159e-01 -2.796214e-01 -4.495412e+05
1.447757e+00 -2.652586e-01 -2.796214e-01 -4.490811e+05
1.450114e+00 -2.733445e-01 -2.796214e-01 -4.486246e+05
1.452580e+00 -2.814775e-01 -2.796214e-01 -4.481484e+05
1.455164e+00 -2.896518e-01 -2.796214e-01 -4.476150e+05
1.457889e+00 -2.978516e-01 -2.796214e-01 -4.470711e+05
1.460759e+00 -3.060717e-01 -2.796214e-01 -4.465502e+05
1.463763e+00 -3.143237e-01 -2.796214e-01 -4.459475e+05
1.466911e+00 -3.225971e-01 -2.796214e-01 -4.453432e+05
1.470209e+00 -3.308893e-01 -2.796214e-01 -4.447383e+05
1.473669e+00 -3.391850e-01 -2.796214e-01 -4.440712e+05
1.477302e+00 -3.474748e-01 -2.796214e-01 -4.433693e+05
1.481113e+00 -3.557489e-01 -2.796214e-01 -4.426826e+05
1.485097e+00 -3.640115e-01 -2.796214e-01 -4.419505e+05
1.489254e+00 -3.722601e-01 -2.796214e-01 -4.411617e+05
1.493598e+00 -3.804753e-01 -2.796214e-01 -4.403584e+05
1.498155e+00 -3.886208e-01 -2.796214e-01 -4.395474e+05
1.502921e+00 -3.966970e-01 -2.796214e-01 -4.386657e+05
1.507897e+00 -4.046927e-01 -2.796214e-01 -4.377851e+05
1.513082e+00 -4.126008e-01 -2.796214e-01 -4.368906e+05
1.518476e+00 -4.204156e-01 -2.796214e-01 -4.359521e+05
1.524089e+00 -4.281117e-01 -2.796214e-01 -4.349710e+05
1.529941e+00 -4.356485e-01 -2.796214e-01 -4.339550e+05
1.536022e+00 -4.430249e-01 -2.796214e-01 -4.329157e+05
1.542328e+00 -4.502307e-01 -2.796214e-01 -4.318333e+05
1.548870e+00 -4.572346e-01 -2.796214e-01 -4.307661e+05
1.555638e+00 -4.640309e-01 -2.796214e-01 -4.296436e+05
1.562623e+00 -4.706169e-01 -2.796214e-01 -4.284882e+05
1.569834e+00 -4.769541e-01 -2.796214e-01 -4.273383e+05
1.577270e+00 -4.830201e-01 -2.796214e-01 -4.261520e+05
1.584930e+00 -4.887850e-01 -2.796214e-01 -4.249675e+05
1.592794e+00 -4.942643e-01 -2.796214e-01 -4.237596e+05
1.600854e+00 -4.994412e-01 -2.796214e-01 -4.225340e+05
1.609107e+00 -5.042918e-01 -2.796214e-01 -4.212873e+05
1.617540e+00 -5.088127e-01 -2.796214e-01 -4.200400e+05
1.626133e+00 -5.130119e-01 -2.796214e-01 -4.187695e+05
1.634885e+00 -5.168619e-01 -2.796214e-01 -4.174918e+05
1.643784e+00 -5.203462e-01 -2.796214e-01 -4.162272e+05
1.652811e+00 -5.234783e-01 -2.796214e-01 -4.149685e+05
1.661957e+00 -5.262404e-01 -2.796214e-01 -4.137196e+05
1.671207e+00 -5.286371e-01 -2.796214e-01 -4.124598e+05
1.680541e+00 -5.306789e-01 -2.796214e-01 -4.112183e+05
1.689950e+00 -5.323589e-01 -2.796214e-01 -4.099768e+05
1.699417e+00 -5.336808e-01 -2.796214e-01 -4.087442e+05
1.708928e+00 -5.346534e-01 -2.796214e-01 -4.075533e+05
1.718470e+00 -5.352809e-01 -2.796214e-01 -4.063628e+05
1.728028e+00 -5.355757e-01 -2.796214e-01 -4.051720e+05
1.737590e+00 -5.355371e-01 -2.796214e-01 -4.040396e+05
1.747142e+00 -5.351823e-01 -2.796214e-01 -4.028967e+05
1.756674e+00 -5.345192e-01 -2.796214e-01 -4.017703e+05
1.766174e+00 -5.335620e-01 -2.796214e-01 -4.006508e+05
1.775632e+00 -5.323016e-01 -2.796214e-01 -3.995993e+05
1.785038e+00 -5.307708e-01 -2.796214e-01 -3.985331e+05
1.794382e+00 -5.289692e-01 -2.796214e-01 -3.975028e+05
1.803657e+00 -5.269088e-01 -2.796214e-01 -3.964962e+05
1.812854e+00 -5.245955e-01 -2.796214e-01 -3.955284e+05
1.821967e+00 -5.220487e-01 -2.796214e-01 -3.945692e+05
1.830988e+00 -5.192725e-01 -2.796214e-01 -3.936493e+05
1.839911e+00 -5.162773e-01 -2.796214e-01 -3.927445e+05
1.848732e+00 -5.130804e-01 -2.796214e-01 -3.918452e+05
1.857447e+00 -5.096949e-01 -2.796214e-01 -3.909755e+05
1.866050e+00 -5.061193e-01 -2.796214e-01 -3.901472e+05
1.874538e+00 -5.023740e-01 -2.796214e-01 -3.893191e+05
1.882909e+00 -4.984663e-01 -2.796214e-01 -3.885259e+05
1.891159e+00 -4.943936e-01 -2.796214e-01 -3.877752e+05
1.899285e+00 -4.901730e-01 -2.796214e-01 -3.870131e+05
1.907286e+00 -4.858098e-01 -2.796214e-01 -3.862858e+05
1.915160e+00 -4.813098e-01 -2.796214e-01 -3.855888e+05
1.922904e+00 -4.766761e-01 -2.796214e-01 -3.848835e+05
1.930514e+00 -4.719064e-01 -2.796214e-01 -3.842536e+05
1.937997e+00 -4.670380e-01 -2.796214e-01 -3.835709e+05
1.945347e+00 -4.620551e-01 -2.796214e-01 -3.829585e+05
1.952565e+00 -4.569738e-01 -2.796214e-01 -3.823671e+05
1.959655e+00 -4.518072e-01 -2.796214e-01 -3.817808e+05
1.966619e+00 -4.465637e-01 -2.796214e-01 -3.811893e+05
1.973446e+00 -4.412215e-01 -2.796214e-01 -3.806516e+05
1.980142e+00 -4.357993e-01 -2.796214e-01 -3.800894e+05
1.986703e+00 -4.302893e-01 -2.796214e-01 -3.796021e+05
1.993135e+00 -4.247148e-01 -2.796214e-01 -3.790907e+05
1.999431e+00 -4.190575e-01 -2.796214e-01 -3.786223e+05
2.005600e+00 -4.133450e-01 -2.796214e-01 -3.781583e+05
2.011651e+00 -4.075937e-01 -2.796214e-01 -3.776466e+05
2.017575e+00 -4.017860e-01 -2.796214e-01 -3.772266e+05
2.023375e+00 -3.959318e-01 -2.796214e-01 -3.768042e+05
2.029047e+00 -3.900221e-01 -2.796214e-01 -3.763820e+05
2.034591e+00 -3.840584e-01 -2.796214e-01 -3.759792e+05
2.040006e+00 -3.780436e-01 -2.796214e-01 -3.756067e+05
2.045302e+00 -3.719947e-01 -2.796214e-01 -3.751975e+05
2.050483e+00 -3.659156e-01 -2.796214e-01 -3.748286e+05
2.055545e+00 -3.598030e-01 -2.796214e-01 -3.744903e+05
2.060494e+00 -3.536663e-01 -2.796214e-01 -3.741197e+05
2.065324e+00 -3.474945e-01 -2.796214e-01 -3.738096e+05
2.070041e+00 -3.412980e-01 -2.796214e-01 -3.734881e+05
2.074642e+00 -3.350733e-01 -2.796214e-01 -3.731821e+05
2.079123e+00 -3.288142e-01 -2.796214e-01 -3.728709e+05
2.083487e+00 -3.225274e-01 -2.796214e-01 -3.725789e+05
2.087749e+00 -3.162304e-01 -2.796214e-01 -3.722881e+05
2.091909e+00 -3.099213e-01 -2.796214e-01 -3.720059e+05
2.095962e+00 -3.035954e-01 -2.796214e-01 -3.717662e+05
2.099913e+00 -2.972574e-01 -2.796214e-01 -3.715205e+05
2.103760e+00 -2.909058e-01 -2.796214e-01 -3.712374e+05
2.107488e+00 -2.845246e-01 -2.796214e-01 -3.710192e+05
2.111105e+00 -2.781236e-01 -2.796214e-01 -3.708000e+05
2.114629e+00 -2.717186e-01 -2.796214e-01 -3.705840e+05
2.118061e+00 -2.653122e-01 -2.796214e-01 -3.703549e+05
2.121401e+00 -2.589017e-01 -2.796214e-01 -3.701216e+05
2.124644e+00 -2.524824e-01 -2.796214e-01 -3.699169e+05
2.127783e+00 -2.460495e-01 -2.796214e-01 -3.697800e+05
2.130833e+00 -2.396141e-01 -2.796214e-01 -3.695435e+05
2.133768e+00 -2.331577e-01 -2.796214e-01 -3.693872e+05
2.136614e+00 -2.266990e-01 -2.796214e-01 -3.692218e+05
2.139378e+00 -2.202430e-01 -2.796214e-01 -3.690334e+05
2.142054e+00 -2.137848e-01 -2.796214e-01 -3.688594e+05
2.144640e+00 -2.073227e-01 -2.796214e-01 -3.687057e+05
2.147129e+00 -2.008523e-01 -2.796214e-01 -3.686132e+05
2.149536e+00 -1.943833e-01 -2.796214e-01 -3.684382e+05
2.151846e+00 -1.879062e-01 -2.796214e-01 -3.682934e+05
2.154071e+00 -1.814279e-01 -2.796214e-01 -3.681465e+05
2.156211e+00 -1.749489e-01 -2.796214e-01 -3.680588e+05
2.158278e+00 -1.684745e-01 -2.796214e-01 -3.679112e+05
2.160259e+00 -1.619974e-01 -2.796214e-01 -3.677986e+05
2.162151e+00 -1.555167e-01 -2.796214e-01 -3.677242e+05
2.163965e+00 -1.490376e-01 -2.796214e-01 -3.675804e+05
2.165685e+00 -1.425530e-01 -2.796214e-01 -3.674841e+05
2.167316e+00 -1.360650e-01 -2.796214e-01 -3.674225e+05
2.168874e+00 -1.295807e-01 -2.796214e-01 -3.673409e+05
2.170361e+00 -1.230996e-01 -2.796214e-01 -3.672324e+05
2.171769e+00 -1.166183e-01 -2.796214e-01 -3.671515e+05
2.173098e+00 -1.101374e-01 -2.796214e-01 -3.670745e+05
2.174348e+00 -1.036566e-01 -2.796214e-01 -3.669902e+05
2.175512e+00 -9.717370e-02 -2.796214e-01 -3.669488e+05
2.176602e+00 -9.069246e-02 -2.796214e-01 -3.668449e+05
2.177613e+00 -8.421110e-02 -2.796214e-01 -3.667876e+05
2.178545e+00 -7.772988e-02 -2.796214e-01 -3.667771e+05
2.179405e+00 -7.125032e-02 -2.796214e-01 -3.667505e+05
2.180193e+00 -6.477179e-02 -2.796214e-01 -3.667123e+05
2.180908e+00 -5.829401e-02 -2.796214e-01 -3.666571e+05
2.181548e+00 -5.181656e-02 -2.796214e-01 -3.665879e+05
2.182108e+00 -4.533863e-02 -2.796214e-01 -3.665381e+05
2.182588e+00 -3.886053e-02 -2.796214e-01 -3.665268e+05
2.182994e+00 -3.238306e-02 -2.796214e-01 -3.665175e+05
2.183327e+00 -2.590601e-02 -2.796214e-01 -3.665133e+05
2.183589e+00 -1.942936e-02 -2.796214e-01 -3.665013e+05
2.183779e+00 -1.295298e-02 -2.796214e-01 -3.664685e+05
2.183890e+00 -6.476451e-03 -2.796214e-01 -3.664773e+05
2.183929e+00 -5.231800e-09 -2.796214e-01 -3.664605e+05
2.180596e+00 -5.231800e-09 -2.827831e-01 -3.909240e+05
2.180559e+00 6.418308e-03 -2.827831e-01 -3.909217e+05
2.180444e+00 1.283649e-02 -2.827831e-01 -3.909577e+05
2.180265e+00 1.925515e-02 -2.827831e-01 -3.909189e+05
2.179999e+00 2.567326e-02 -2.827831e-01 -3.909827e+05
2.179674e+00 3.209256e-02 -2.827831e-01 -3.909512e+05
2.179266e+00 3.851143e-02 -2.827831e-01 -3.909992e+05
2.178790e+00 4.493122e-02 -2.827831e-01 -3.910220e+05
2.178235e+00 5.135089e-02 -2.827831e-01 -3.910839e+05
2.177607e+00 5.777109e-02 -2.827831e-01 -3.911185e+05
2.176905e+00 6.419192e-02 -2.827831e-01 -3.911348e+05
2.176124e+00 7.061247e-02 -2.827831e-01 -3.911811e+05
2.175271e+00 7.703392e-02 -2.827831e-01 -3.912193e+05
2.174339e+00 8.345525e-02 -2.827831e-01 -3.912976e+05
2.173341e+00 8.987935e-02 -2.827831e-01 -3.913328e+05
2.172267e+00 9.630428e-02 -2.827831e-01 -3.913964e+05
2.171110e+00 1.027282e-01 -2.827831e-01 -3.914779e+05
2.169868e+00 1.091500e-01 -2.827831e-01 -3.915965e+05
2.168553e+00 1.155736e-01 -2.827831e-01 -3.916636e+05
2.167164e+00 1.219984e-01 -2.827831e-01 -3.917094e+05
2.165693e+00 1.284226e-01 -2.827831e-01 -3.917949e+05
2.164141e+00 1.348463e-01 -2.827831e-01 -3.919241e+05
2.162519e+00 1.412737e-01 -2.827831e-01 -3.920295e+05
2.160820e+00 1.477027e-01 -2.827831e-01 -3.920887e+05
2.159026e+00 1.541253e-01 -2.827831e-01 -3.922069e+05
2.157145e+00 1.605455e-01 -2.827831e-01 -3.923215e+05
2.155178e+00 1.669625e-01 -2.827831e-01 -3.924573e+05
2.153124e+00 1.733762e-01 -2.827831e-01 -3.926340e+05
2.151002e+00 1.797964e-01 -2.827831e-01 -3.927335e+05
2.148796e+00 1.862154e-01 -2.827831e-01 -3.928994e+05
2.146512e+00 1.926372e-01 -2.827831e-01 -3.930355e+05
2.144132e+00 1.990519e-01 -2.827831e-01 -3.931862e+05
2.141665e+00 2.054639e-01 -2.827831e-01 -3.932990e+05
2.139099e+00 2.118660e-01 -2.827831e-01 -3.934827e+05
2.136448e+00 2.182665e-01 -2.827831e-01 -3.936432e+05
2.133708e+00 2.246644e-01 -2.827831e-01 -3.938104e+05
2.130879e+00 2.310587e-01 -2.827831e-01 -3.940153e+05
2.127966e+00 2.374538e-01 -2.827831e-01 -3.941983e+05
2.124947e+00 2.438334e-01 -2.827831e-01 -3.944273e+05
2.121837e+00 2.502089e-01 -2.827831e-01 -3.945915e+05
2.118622e+00 2.565692e-01 -2.827831e-01 -3.948262e+05
2.115311e+00 2.629213e-01 -2.827831e-01 -3.950656e+05
2.111906e+00 2.692674e-01 -2.827831e-01 -3.953006e+05
2.108408e+00 2.756085e-01 -2.827831e-01 -3.955359e+05
2.104820e+00 2.819475e-01 -2.827831e-01 -3.957600e+05
2.101125e+00 2.882702e-01 -2.827831e-01 -3.959924e+05
2.097313e+00 2.945655e-01 -2.827831e-01 -3.962720e+05
2.093396e+00 3.008445e-01 -2.827831e-01 -3.965526e+05
2.089380e+00 3.071128e-01 -2.827831e-01 -3.967920e+05
2.085254e+00 3.133603e-01 -2.827831e-01 -3.970859e+05
2.081024e+00 3.195924e-01 -2.827831e-01 -3.973914e+05
2.076688e+00 3.258074e-01 -2.827831e-01 -3.977286e+05
2.072247e+00 3.320078e-01 -2.827831e-01 -3.980399e+05
2.067685e+00 3.381719e-01 -2.827831e-01 -3.984016e+05
2.063013e+00 3.443143e-01 -2.827831e-01 -3.987123e+05
2.058224e+00 3.504239e-01 -2.827831e-01 -3.990509e+05
2.053312e+00 3.564933e-01 -2.827831e-01 -3.994625e+05
2.048290e+00 3.625390e-01 -2.827831e-01 -3.998084e+05
2.043147e+00 3.685458e-01 -2.827831e-01 -4.002064e+05
2.037898e+00 3.745350e-01 -2.827831e-01 -4.005885e+05
2.032531e+00 3.804903e-01 -2.827831e-01 -4.009970e+05
2.027034e+00 3.863905e-01 -2.827831e-01 -4.014414e+05
2.021410e+00 3.922365e-01 -2.827831e-01 -4.018817e+05
2.015655e+00 3.980184e-01 -2.827831e-01 -4.023672e+05
2.009782e+00 4.037612e-01 -2.827831e-01 -4.028063e+05
2.003785e+00 4.094514e-01 -2.827831e-01 -4.032857e+05
1.997661e+00 4.150827e-01 -2.827831e-01 -4.038130e+05
1.991416e+00 4.206637e-01 -2.827831e-01 -4.042995e+05
1.985038e+00 4.261697e-01 -2.827831e-01 -4.048824e+05
1.978536e+00 4.316154e-01 -2.827831e-01 -4.054049e+05
1.971900e+00 4.369755e-01 -2.827831e-01 -4.059694e+05
1.965131e+00 4.422448e-01 -2.827831e-01 -4.065501e+05
1.958228e+00 4.474139e-01 -2.827831e-01 -4.071937e+05
1.951201e+00 4.525100e-01 -2.827831e-01 -4.077946e+05
1.944044e+00 4.575125e-01 -2.827831e-01 -4.084221e+05
1.936757e+00 4.624094e-01 -2.827831e-01 -4.090838e+05
1.929341e+00 4.672007e-01 -2.827831e-01 -4.097858e+05
1.921801e+00 4.718982e-01 -2.827831e-01 -4.104675e+05
1.914129e+00 4.764599e-01 -2.827831e-01 -4.112166e+05
1.906330e+00 4.808903e-01 -2.827831e-01 -4.119356e+05
1.898405e+00 4.851793e-01 -2.827831e-01 -4.127093e+05
1.890356e+00 4.893252e-01 -2.827831e-01 -4.135078e+05
1.882186e+00 4.933165e-01 -2.827831e-01 -4.143159e+05
1.873896e+00 4.971413e-01 -2.827831e-01 -4.151734e+05
1.865491e+00 5.008081e-01 -2.827831e-01 -4.160330e+05
1.856975e+00 5.042952e-01 -2.827831e-01 -4.169330e+05
1.848350e+00 5.076077e-01 -2.827831e-01 -4.177957e+05
1.839620e+00 5.107172e-01 -2.827831e-01 -4.187538e+05
1.830791e+00 5.136255e-01 -2.827831e-01 -4.197348e+05
1.821867e+00 5.163264e-01 -2.827831e-01 -4.207050e+05
1.812854e+00 5.188056e-01 -2.827831e-01 -4.216902e+05
1.803760e+00 5.210433e-01 -2.827831e-01 -4.227241e+05
1.794590e+00 5.230314e-01 -2.827831e-01 -4.237881e+05
1.785353e+00 5.247595e-01 -2.827831e-01 -4.248876e+05
1.776057e+00 5.262274e-01 -2.827831e-01 -4.259852e+05
1.766712e+00 5.274118e-01 -2.827831e-01 -4.271355e+05
1.757326e+00 5.283159e-01 -2.827831e-01 -4.282675e+05
1.747911e+00 5.289226e-01 -2.827831e-01 -4.294328e+05
1.738478e+00 5.292131e-01 -2.827831e-01 -4.306687e+05
1.729038e+00 5.291962e-01 -2.827831e-01 -4.318709e+05
1.719603e+00 5.288528e-01 -2.827831e-01 -4.331203e+05
1.710186e+00 5.281831e-01 -2.827831e-01 -4.343726e+05
1.700800e+00 5.271734e-01 -2.827831e-01 -4.356221e+05
1.691460e+00 5.258160e-01 -2.827831e-01 -4.369260e+05
1.682176e+00 5.241205e-01 -2.827831e-01 -4.381984e+05
1.672971e+00 5.220530e-01 -2.827831e-01 -4.395315e+05
1.663846e+00 5.196533e-01 -2.827831e-01 -4.408088e+05
1.654827e+00 5.168854e-01 -2.827831e-01 -4.421409e+05
1.645924e+00 5.137603e-01 -2.827831e-01 -4.434512e+05
1.637146e+00 5.102930e-01 -2.827831e-01 -4.447755e+05
1.628508e+00 5.064875e-01 -2.827831e-01 -4.460941e+05
1.620028e+00 5.023301e-01 -2.827831e-01 -4.474310e+05
1.611709e+00 4.978532e-01 -2.827831e-01 -4.487418e+05
1.603561e+00 4.930637e-01 -2.827831e-01 -4.500427e+05
1.595605e+00 4.879499e-01 -2.827831e-01 -4.513297e+05
1.587845e+00 4.825332e-01 -2.827831e-01 -4.526027e+05
1.580287e+00 4.768329e-01 -2.827831e-01 -4.538762e+05
1.572943e+00 4.708523e-01 -2.827831e-01 -4.551074e+05
1.565821e+00 4.646018e-01 -2.827831e-01 -4.563220e+05
1.558911e+00 4.581267e-01 -2.827831e-01 -4.575125e+05
1.552212e+00 4.514461e-01 -2.827831e-01 -4.586818e+05
1.545741e+00 4.445514e-01 -2.827831e-01 -4.598433e+05
1.539492e+00 4.374714e-01 -2.827831e-01 -4.609176e+05
1.533477e+00 4.302029e-01 -2.827831e-01 -4.620188e+05
1.527689e+00 4.227756e-01 -2.827831e-01 -4.630909e+05
1.522118e+00 4.152146e-01 -2.827831e-01 -4.641085e+05
1.516760e+00 4.075383e-01 -2.827831e-01 -4.650943e+05
1.511615e+00 3.997576e-01 -2.827831e-01 -4.660602e+05
1.506680e+00 3.918848e-01 -2.827831e-01 -4.670051e+05
1.501953e+00 3.839313e-01 -2.827831e-01 -4.679288e+05
1.497424e+00 3.759148e-01 -2.827831e-01 -4.687703e+05
1.493101e+00 3.678344e-01 -2.827831e-01 -4.696210e+05
1.488953e+00 3.597286e-01 -2.827831e-01 -4.704087e+05
1.484991e+00 3.515907e-01 -2.827831e-01 -4.712167e+05
1.481201e+00 3.434369e-01 -2.827831e-01 -4.719702e+05
1.477582e+00 3.352727e-01 -2.827831e-01 -4.726636e+05
1.474139e+00 3.270933e-01 -2.827831e-01 -4.733691e+05
1.470846e+00 3.189281e-01 -2.827831e-01 -4.740223e+05
1.467697e+00 3.107812e-01 -2.827831e-01 -4.746497e+05
1.464696e+00 3.026495e-01 -2.827831e-01 -4.752835e+05
1.461838e+00 2.945380e-01 -2.827831e-01 -4.758941e+05
1.459116e+00 2.864518e-01 -2.827831e-01 -4.764467e+05
1.456529e+00 2.783920e-01 -2.827831e-01 -4.769539e+05
1.454063e+00 2.703685e-01 -2.827831e-01 -4.774748e+05
1.451711e+00 2.623862e-01 -2.827831e-01 -4.779953e+05
1.449462e+00 2.544501e-01 -2.827831e-01 -4.784490e+05
1.447323e+00 2.465540e-01 -2.827831e-01 -4.788880e+05
1.445299e+00 2.386933e-01 -2.827831e-01 -4.793553e+05
1.443370e+00 2.308798e-01 -2.827831e-01 -4.797109e+05
1.441541e+00 2.231074e-01 -2.827831e-01 -4.801285e+05
1.439796e+00 2.153856e-01 -2.827831e-01 -4.804973e+05
1.438140e+00 2.077076e-01 -2.827831e-01 -4.808758e+05
1.436564e+00 2.000773e-01 -2.827831e-01 -4.811900e+05
1.435079e+00 1.924863e-01 -2.827831e-01 -4.815286e+05
1.433672e+00 1.849396e-01 -2.827831e-01 -4.818057e+05
1.432338e+00 1.774378e-01 -2.827831e-01 -4.820745e+05
1.431081e+00 1.699765e-01 -2.827831e-01 -4.824052e+05
1.429884e+00 1.625611e-01 -2.827831e-01 -4.826680e+05
1.428750e+00 1.551882e-01 -2.827831e-01 -4.828779e+05
1.427693e+00 1.478497e-01 -2.827831e-01 -4.831493e+05
1.426697e+00 1.405499e-01 -2.827831e-01 -4.833640e+05
1.425758e+00 1.332879e-01 -2.827831e-01 -4.835399e+05
1.424879e+00 1.260609e-01 -2.827831e-01 -4.837366e+05
1.424050e+00 1.188694e-01 -2.827831e-01 -4.838926e+05
1.423282e+00 1.117082e-01 -2.827831e-01 -4.840814e+05
1.422562e+00 1.045785e-01 -2.827831e-01 -4.842173e+05
1.421905e+00 9.747453e-02 -2.827831e-01 -4.844024e+05
1.421292e+00 9.039919e-02 -2.827831e-01 -4.844993e+05
1.420740e+00 8.334656e-02 -2.827831e-01 -4.846781e+05
1.420221e+00 7.632017e-02 -2.827831e-01 -4.847517e+05
1.419757e+00 6.931374e-02 -2.827831e-01 -4.848708e+05
1.419334e+00 6.232745e-02 -2.827831e-01 -4.849467e+05
1.418966e+00 5.535738e-02 -2.827831e-01 -4.850681e+05
1.418631e+00 4.840448e-02 -2.827831e-01 -4.850772e+05
1.418360e+00 4.146301e-02 -2.827831e-01 -4.852086e+05
1.418123e+00 3.453450e-02 -2.827831e-01 -4.852615e+05
1.417924e+00 2.761622e-02 -2.827831e-01 -4.852641e+05
1.417774e+00 2.070526e-02 -2.827831e-01 -4.853080e+05
1.417670e+00 1.380014e-02 -2.827831e-01 -4.853585e+05
1.417606e+00 6.899086e-03 -2.827831e-01 -4.853800e+05
1.417581e+00 -5.231800e-09 -2.827831e-01 -4.853645e+05
1.417606e+00 -6.899096e-03 -2.827831e-01 -4.853800e+05
1.417670e+00 -1.380015e-02 -2.827831e-01 -4.853585e+05
1.417774e+00 -2.070527e-02 -2.827831e-01 -4.853080e+05
1.417924e+00 -2.761623e-02 -2.827831e-01 -4.852641e+05
1.418123e+00 -3.453451e-02 -2.827831e-01 -4.852615e+05
1.418360e+00 -4.146302e-02 -2.827831e-01 -4.852086e+05
1.418631e+00 -4.840449e-02 -2.827831e-01 -4.850772e+05
1.418966e+00 -5.535739e-02 -2.827831e-01 -4.850681e+05
1.419334e+00 -6.232746e-02 -2.827831e-01 -4.849467e+05
1.419757e+00 -6.931375e-02 -2.827831e-01 -4.848708e+05
1.420221e+00 -7.632018e-02 -2.827831e-01 -4.847517e+05
1.420740e+00 -8.334657e-02 -2.827831e-01 -4.846781e+05
1.421292e+00 -9.039920e-02 -2.827831e-01 -4.844993e+05
1.421905e+00 -9.747454e-02 -2.827831e-01 -4.844024e+05
1.422562e+00 -1.045785e-01 -2.827831e-01 -4.842173e+05
1.423282e+00 -1.117082e-01 -2.827831e-01 -4.840814e+05
1.424050e+00 -1.188694e-01 -2.827831e-01 -4.838926e+05
1.424879e+00 -1.260609e-01 -2.827831e-01 -4.837366e+05
1.425758e+00 -1.332879e-01 -2.827831e-01 -4.835399e+05
1.426697e+00 -1.405499e-01 -2.827831e-01 -4.833640e+05
1.427693e+00 -1.478497e-01 -2.827831e-01 -4.831493e+05
1.428750e+00 -1.551882e-01 -2.827831e-01 -4.828779e+05
1.429884e+00 -1.625611e-01 -2.827831e-01 -4.826679e+05
1.431081e+00 -1.699765e-01 -2.827831e-01 -4.824052e+05
1.432338e+00 -1.774378e-01 -2.827831e-01 -4.820745e+05
1.433672e+00 -1.849396e-01 -2.827831e-01 -4.818057e+05
1.435079e+00 -1.924863e-01 -2.827831e-01 -4.815285e+05
1.436564e+00 -2.000773e-01 -2.827831e-01 -4.811900e+05
1.438140e+00 -2.077076e-01 -2.827831e-01 -4.808758e+05
1.439796e+00 -2.153856e-01 -2.827831e-01 -4.804973e+05
1.441541e+00 -2.231074e-01 -2.827831e-01 -4.801285e+05
1.443370e+00 -2.308798e-01 -2.827831e-01 -4.797109e+05
1.445299e+00 -2.386933e-01 -2.827831e-01 -4.793553e+05
1.447323e+00 -2.465540e-01 -2.827831e-01 -4.788880e+05
1.449462e+00 -2.544501e-01 -2.827831e-01 -4.784490e+05
1.451711e+00 -2.623862e-01 -2.827831e-01 -4.779953e+05
1.454063e+00 -2.703685e-01 -2.827831e-01 -4.774747e+05
1.456529e+00 -2.783920e-01 -2.827831e-01 -4.769539e+05
1.459116e+00 -2.864518e-01 -2.827831e-01 -4.764467e+05
1.461838e+00 -2.945380e-01 -2.827831e-01 -4.758941e+05
1.464696e+00 -3.026495e-01 -2.827831e-01 -4.752835e+05
1.467697e+00 -3.107813e-01 -2.827831e-01 -4.746497e+05
1.470846e+00 -3.189281e-01 -2.827831e-01 -4.740223e+05
1.474139e+00 -3.270933e-01 -2.827831e-01 -4.733691e+05
1.477582e+00 -3.352727e-01 -2.827831e-01 -4.726636e+05
1.481201e+00 -3.434369e-01 -2.827831e-01 -4.719702e+05
1.484991e+00 -3.515907e-01 -2.827831e-01 -4.712167e+05
1.488953e+00 -3.597287e-01 -2.827831e-01 -4.704086e+05
1.493101e+00 -3.678344e-01 -2.827831e-01 -4.696210e+05
1.497424e+00 -3.759148e-01 -2.827831e-01 -4.687702e+05
1.501953e+00 -3.839313e-01 -2.827831e-01 -4.679288e+05
1.506680e+00 -3.918849e-01 -2.827831e-01 -4.670051e+05
1.511615e+00 -3.997577e-01 -2.827831e-01 -4.660602e+05
1.516760e+00 -4.075383e-01 -2.827831e-01 -4.650943e+05
1.522118e+00 -4.152146e-01 -2.827831e-01 -4.641085e+05
1.527689e+00 -4.227756e-01 -2.827831e-01 -4.630908e+05
1.533477e+00 -4.302030e-01 -2.827831e-01 -4.620188e+05
1.539492e+00 -4.374710e-01 -2.827831e-01 -4.609195e+05
1.545741e+00 -4.445515e-01 -2.827831e-01 -4.598433e+05
1.552212e+00 -4.514461e-01 -2.827831e-01 -4.586818e+05
1.558911e+00 -4.581267e-01 -2.827831e-01 -4.575124e+05
1.565821e+00 -4.646019e-01 -2.827831e-01 -4.563219e+05
1.572943e+00 -4.708523e-01 -2.827831e-01 -4.551073e+05
1.580287e+00 -4.768330e-01 -2.827831e-01 -4.538762e+05
1.587845e+00 -4.825332e-01 -2.827831e-01 -4.526027e+05
1.595605e+00 -4.879499e-01 -2.827831e-01 -4.513296e+05
1.603561e+00 -4.930637e-01 -2.827831e-01 -4.500427e+05
1.611709e+00 -4.978533e-01 -2.827831e-01 -4.487417e+05
1.620028e+00 -5.023301e-01 -2.827831e-01 -4.474310e+05
1.628508e+00 -5.064875e-01 -2.827831e-01 -4.460941e+05
1.637146e+00 -5.102931e-01 -2.827831e-01 -4.447754e+05
1.645924e+00 -5.137603e-01 -2.827831e-01 -4.434512e+05
1.654827e+00 -5.168854e-01 -2.827831e-01 -4.421408e+05
1.663846e+00 -5.196533e-01 -2.827831e-01 -4.408088e+05
1.672971e+00 -5.220530e-01 -2.827831e-01 -4.395314e+05
