ZONE I=361 J=100 K=1
1.570537e+00 -2.423176e-01 -3.649866e-01 -1.372182e+06
1.573484e+00 -2.478750e-01 -3.649866e-01 -1.370692e+06
1.576550e+00 -2.534052e-01 -3.649866e-01 -1.369148e+06
1.579734e+00 -2.589064e-01 -3.649866e-01 -1.367528e+06
1.583041e+00 -2.643697e-01 -3.649866e-01 -1.365883e+06
1.586464e+00 -2.698020e-01 -3.649866e-01 -1.364169e+06
1.590000e+00 -2.752026e-01 -3.649866e-01 -1.362371e+06
1.593659e+00 -2.805577e-01 -3.649866e-01 -1.360580e+06
1.597441e+00 -2.858631e-01 -3.649866e-01 -1.358709e+06
1.601362e+00 -2.910949e-01 -3.649866e-01 -1.356797e+06
1.605419e+00 -2.962481e-01 -3.649866e-01 -1.354825e+06
1.609618e+00 -3.013104e-01 -3.649866e-01 -1.352831e+06
1.613947e+00 -3.062902e-01 -3.649866e-01 -1.350759e+06
1.618407e+00 -3.111816e-01 -3.649866e-01 -1.348650e+06
1.622992e+00 -3.159836e-01 -3.649866e-01 -1.346448e+06
1.627714e+00 -3.206718e-01 -3.649866e-01 -1.344281e+06
1.632565e+00 -3.252506e-01 -3.649866e-01 -1.342040e+06
1.637547e+00 -3.297052e-01 -3.649866e-01 -1.339754e+06
1.642660e+00 -3.340253e-01 -3.649866e-01 -1.337421e+06
1.647902e+00 -3.382028e-01 -3.649866e-01 -1.335046e+06
1.653274e+00 -3.422223e-01 -3.649866e-01 -1.332673e+06
1.658765e+00 -3.460898e-01 -3.649866e-01 -1.330182e+06
1.664383e+00 -3.497764e-01 -3.649866e-01 -1.327708e+06
1.670116e+00 -3.532901e-01 -3.649866e-01 -1.325224e+06
1.675958e+00 -3.566275e-01 -3.649866e-01 -1.322753e+06
1.681901e+00 -3.597925e-01 -3.649866e-01 -1.320195e+06
1.687946e+00 -3.627599e-01 -3.649866e-01 -1.317656e+06
1.694087e+00 -3.655275e-01 -3.649866e-01 -1.315101e+06
1.700313e+00 -3.681073e-01 -3.649866e-01 -1.312510e+06
1.706620e+00 -3.704836e-01 -3.649866e-01 -1.309953e+06
1.713000e+00 -3.726617e-01 -3.649866e-01 -1.307332e+06
1.719452e+00 -3.746149e-01 -3.649866e-01 -1.304774e+06
1.725964e+00 -3.763621e-01 -3.649866e-01 -1.302185e+06
1.732530e+00 -3.778961e-01 -3.649866e-01 -1.299607e+06
1.739144e+00 -3.792074e-01 -3.649866e-01 -1.297074e+06
1.745797e+00 -3.803021e-01 -3.649866e-01 -1.294513e+06
1.752482e+00 -3.811774e-01 -3.649866e-01 -1.291985e+06
1.759190e+00 -3.818454e-01 -3.649866e-01 -1.289446e+06
1.765915e+00 -3.822898e-01 -3.649866e-01 -1.286999e+06
1.772649e+00 -3.825292e-01 -3.649866e-01 -1.284511e+06
1.779386e+00 -3.825489e-01 -3.649866e-01 -1.282115e+06
1.786116e+00 -3.823771e-01 -3.649866e-01 -1.279664e+06
1.792835e+00 -3.819934e-01 -3.649866e-01 -1.277313e+06
1.799535e+00 -3.814127e-01 -3.649866e-01 -1.274973e+06
1.806210e+00 -3.806392e-01 -3.649866e-01 -1.272644e+06
1.812854e+00 -3.796699e-01 -3.649866e-01 -1.270389e+06
1.819461e+00 -3.785181e-01 -3.649866e-01 -1.268149e+06
1.826026e+00 -3.771836e-01 -3.649866e-01 -1.265955e+06
1.832543e+00 -3.756755e-01 -3.649866e-01 -1.263771e+06
1.839006e+00 -3.739849e-01 -3.649866e-01 -1.261694e+06
1.845412e+00 -3.721379e-01 -3.649866e-01 -1.259610e+06
1.851757e+00 -3.701356e-01 -3.649866e-01 -1.257566e+06
1.858036e+00 -3.679764e-01 -3.649866e-01 -1.255615e+06
1.864247e+00 -3.656790e-01 -3.649866e-01 -1.253631e+06
1.870385e+00 -3.632320e-01 -3.649866e-01 -1.251753e+06
1.876447e+00 -3.606535e-01 -3.649866e-01 -1.249906e+06
1.882434e+00 -3.579538e-01 -3.649866e-01 -1.248065e+06
1.888338e+00 -3.551209e-01 -3.649866e-01 -1.246320e+06
1.894160e+00 -3.521742e-01 -3.649866e-01 -1.244545e+06
1.899897e+00 -3.491074e-01 -3.649866e-01 -1.242850e+06
1.905545e+00 -3.459261e-01 -3.649866e-01 -1.241245e+06
1.911108e+00 -3.426521e-01 -3.649866e-01 -1.239599e+06
1.916578e+00 -3.392649e-01 -3.649866e-01 -1.238041e+06
1.921955e+00 -3.357775e-01 -3.649866e-01 -1.236502e+06
1.927237e+00 -3.321900e-01 -3.649866e-01 -1.235033e+06
1.932425e+00 -3.285179e-01 -3.649866e-01 -1.233554e+06
1.937519e+00 -3.247635e-01 -3.649866e-01 -1.232144e+06
1.942519e+00 -3.209322e-01 -3.649866e-01 -1.230805e+06
1.947428e+00 -3.170345e-01 -3.649866e-01 -1.229462e+06
1.952242e+00 -3.130691e-01 -3.649866e-01 -1.228173e+06
1.956963e+00 -3.090428e-01 -3.649866e-01 -1.226920e+06
1.961594e+00 -3.049621e-01 -3.649866e-01 -1.225678e+06
1.966131e+00 -3.008214e-01 -3.649866e-01 -1.224513e+06
1.970572e+00 -2.966244e-01 -3.649866e-01 -1.223333e+06
1.974914e+00 -2.923630e-01 -3.649866e-01 -1.222240e+06
1.979160e+00 -2.880502e-01 -3.649866e-01 -1.221146e+06
1.983312e+00 -2.836899e-01 -3.649866e-01 -1.220044e+06
1.987368e+00 -2.792795e-01 -3.649866e-01 -1.219001e+06
1.991333e+00 -2.748322e-01 -3.649866e-01 -1.218053e+06
1.995215e+00 -2.703600e-01 -3.649866e-01 -1.217059e+06
1.999003e+00 -2.658471e-01 -3.649866e-01 -1.216162e+06
2.002708e+00 -2.613108e-01 -3.649866e-01 -1.215202e+06
2.006321e+00 -2.567392e-01 -3.649866e-01 -1.214328e+06
2.009849e+00 -2.521416e-01 -3.649866e-01 -1.213454e+06
2.013287e+00 -2.475139e-01 -3.649866e-01 -1.212641e+06
2.016642e+00 -2.428650e-01 -3.649866e-01 -1.211798e+06
2.019906e+00 -2.381859e-01 -3.649866e-01 -1.211026e+06
2.023076e+00 -2.334752e-01 -3.649866e-01 -1.210293e+06
2.026164e+00 -2.287468e-01 -3.649866e-01 -1.209559e+06
2.029172e+00 -2.240035e-01 -3.649866e-01 -1.208866e+06
2.032104e+00 -2.192499e-01 -3.649866e-01 -1.208162e+06
2.034956e+00 -2.144813e-01 -3.649866e-01 -1.207511e+06
2.037732e+00 -2.097014e-01 -3.649866e-01 -1.206871e+06
2.040430e+00 -2.049101e-01 -3.649866e-01 -1.206244e+06
2.043055e+00 -2.001105e-01 -3.649866e-01 -1.205587e+06
2.045596e+00 -1.952934e-01 -3.649866e-01 -1.205028e+06
2.048054e+00 -1.904610e-01 -3.649866e-01 -1.204509e+06
2.050439e+00 -1.856213e-01 -3.649866e-01 -1.203900e+06
2.052744e+00 -1.807699e-01 -3.649866e-01 -1.203391e+06
2.054975e+00 -1.759108e-01 -3.649866e-01 -1.202959e+06
2.057142e+00 -1.710521e-01 -3.649866e-01 -1.202476e+06
2.059244e+00 -1.661920e-01 -3.649866e-01 -1.201962e+06
2.061274e+00 -1.613257e-01 -3.649866e-01 -1.201496e+06
2.063233e+00 -1.564541e-01 -3.649866e-01 -1.201058e+06
2.065119e+00 -1.515757e-01 -3.649866e-01 -1.200678e+06
2.066941e+00 -1.466967e-01 -3.649866e-01 -1.200237e+06
2.068681e+00 -1.418072e-01 -3.649866e-01 -1.199920e+06
2.070365e+00 -1.369206e-01 -3.649866e-01 -1.199498e+06
2.071979e+00 -1.320306e-01 -3.649866e-01 -1.199178e+06
2.073537e+00 -1.271434e-01 -3.649866e-01 -1.198826e+06
2.075030e+00 -1.222543e-01 -3.649866e-01 -1.198514e+06
2.076464e+00 -1.173663e-01 -3.649866e-01 -1.198169e+06
2.077828e+00 -1.124747e-01 -3.649866e-01 -1.197898e+06
2.079135e+00 -1.075844e-01 -3.649866e-01 -1.197579e+06
2.080375e+00 -1.026916e-01 -3.649866e-01 -1.197304e+06
2.081545e+00 -9.779543e-02 -3.649866e-01 -1.197100e+06
2.082660e+00 -9.290163e-02 -3.649866e-01 -1.196803e+06
2.083709e+00 -8.800610e-02 -3.649866e-01 -1.196582e+06
2.084697e+00 -8.311073e-02 -3.649866e-01 -1.196413e+06
2.085632e+00 -7.821777e-02 -3.649866e-01 -1.196215e+06
2.086513e+00 -7.332648e-02 -3.649866e-01 -1.195998e+06
2.087333e+00 -6.843524e-02 -3.649866e-01 -1.195817e+06
2.088093e+00 -6.354396e-02 -3.649866e-01 -1.195673e+06
2.088794e+00 -5.865270e-02 -3.649866e-01 -1.195562e+06
2.089437e+00 -5.376227e-02 -3.649866e-01 -1.195443e+06
2.090026e+00 -4.887287e-02 -3.649866e-01 -1.195293e+06
2.090555e+00 -4.398345e-02 -3.649866e-01 -1.195169e+06
2.091027e+00 -3.909466e-02 -3.649866e-01 -1.195066e+06
2.091439e+00 -3.420592e-02 -3.649866e-01 -1.195026e+06
2.091805e+00 -2.931889e-02 -3.649866e-01 -1.194908e+06
2.092116e+00 -2.443221e-02 -3.649866e-01 -1.194798e+06
2.092366e+00 -1.954536e-02 -3.649866e-01 -1.194754e+06
2.092560e+00 -1.465873e-02 -3.649866e-01 -1.194733e+06
2.092698e+00 -9.772349e-03 -3.649866e-01 -1.194723e+06
2.092778e+00 -4.886095e-03 -3.649866e-01 -1.194741e+06
2.092810e+00 -5.231800e-09 -3.649866e-01 -1.194699e+06
2.089278e+00 -5.231800e-09 -3.681482e-01 -1.229816e+06
2.089249e+00 4.824484e-03 -3.681482e-01 -1.229830e+06
2.089169e+00 9.649100e-03 -3.681482e-01 -1.229823e+06
2.089026e+00 1.447354e-02 -3.681482e-01 -1.229896e+06
2.088833e+00 1.929832e-02 -3.681482e-01 -1.229937e+06
2.088592e+00 2.412389e-02 -3.681482e-01 -1.229931e+06
2.088291e+00 2.894952e-02 -3.681482e-01 -1.229986e+06
2.087929e+00 3.377487e-02 -3.681482e-01 -1.230118e+06
2.087522e+00 3.860196e-02 -3.681482e-01 -1.230167e+06
2.087051e+00 4.342845e-02 -3.681482e-01 -1.230320e+06
2.086536e+00 4.825742e-02 -3.681482e-01 -1.230379e+06
2.085955e+00 5.308531e-02 -3.681482e-01 -1.230536e+06
2.085319e+00 5.791403e-02 -3.681482e-01 -1.230671e+06
2.084624e+00 6.274299e-02 -3.681482e-01 -1.230821e+06
2.083872e+00 6.757224e-02 -3.681482e-01 -1.230988e+06
2.083063e+00 7.240224e-02 -3.681482e-01 -1.231157e+06
2.082196e+00 7.723239e-02 -3.681482e-01 -1.231358e+06
2.081270e+00 8.206275e-02 -3.681482e-01 -1.231590e+06
2.080291e+00 8.689546e-02 -3.681482e-01 -1.231787e+06
2.079255e+00 9.172925e-02 -3.681482e-01 -1.232002e+06
2.078157e+00 9.656242e-02 -3.681482e-01 -1.232272e+06
2.077000e+00 1.013962e-01 -3.681482e-01 -1.232504e+06
2.075774e+00 1.062265e-01 -3.681482e-01 -1.232800e+06
2.074490e+00 1.110579e-01 -3.681482e-01 -1.233046e+06
2.073136e+00 1.158850e-01 -3.681482e-01 -1.233375e+06
2.071725e+00 1.207133e-01 -3.681482e-01 -1.233664e+06
2.070252e+00 1.255411e-01 -3.681482e-01 -1.233973e+06
2.068708e+00 1.303640e-01 -3.681482e-01 -1.234405e+06
2.067113e+00 1.351917e-01 -3.681482e-01 -1.234757e+06
2.065464e+00 1.400238e-01 -3.681482e-01 -1.235051e+06
2.063741e+00 1.448494e-01 -3.681482e-01 -1.235465e+06
2.061949e+00 1.496711e-01 -3.681482e-01 -1.235869e+06
2.060081e+00 1.544844e-01 -3.681482e-01 -1.236350e+06
2.058153e+00 1.592987e-01 -3.681482e-01 -1.236737e+06
2.056144e+00 1.641008e-01 -3.681482e-01 -1.237265e+06
2.054073e+00 1.689029e-01 -3.681482e-01 -1.237726e+06
2.051933e+00 1.737004e-01 -3.681482e-01 -1.238197e+06
2.049721e+00 1.784915e-01 -3.681482e-01 -1.238711e+06
2.047438e+00 1.832766e-01 -3.681482e-01 -1.239257e+06
2.045084e+00 1.880556e-01 -3.681482e-01 -1.239833e+06
2.042660e+00 1.928295e-01 -3.681482e-01 -1.240364e+06
2.040154e+00 1.975888e-01 -3.681482e-01 -1.240943e+06
2.037568e+00 2.023329e-01 -3.681482e-01 -1.241578e+06
2.034905e+00 2.070653e-01 -3.681482e-01 -1.242217e+06
2.032164e+00 2.117844e-01 -3.681482e-01 -1.242879e+06
2.029346e+00 2.164917e-01 -3.681482e-01 -1.243542e+06
2.026447e+00 2.211820e-01 -3.681482e-01 -1.244265e+06
2.023476e+00 2.258636e-01 -3.681482e-01 -1.244940e+06
2.020418e+00 2.305223e-01 -3.681482e-01 -1.245730e+06
2.017283e+00 2.351683e-01 -3.681482e-01 -1.246500e+06
2.014065e+00 2.397935e-01 -3.681482e-01 -1.247278e+06
2.010755e+00 2.443869e-01 -3.681482e-01 -1.248142e+06
2.007362e+00 2.489586e-01 -3.681482e-01 -1.248966e+06
2.003881e+00 2.535003e-01 -3.681482e-01 -1.249831e+06
2.000309e+00 2.580087e-01 -3.681482e-01 -1.250755e+06
1.996652e+00 2.624908e-01 -3.681482e-01 -1.251647e+06
1.992904e+00 2.669342e-01 -3.681482e-01 -1.252617e+06
1.989063e+00 2.713370e-01 -3.681482e-01 -1.253668e+06
1.985144e+00 2.757206e-01 -3.681482e-01 -1.254643e+06
1.981137e+00 2.800693e-01 -3.681482e-01 -1.255699e+06
1.977045e+00 2.843856e-01 -3.681482e-01 -1.256740e+06
1.972852e+00 2.886441e-01 -3.681482e-01 -1.257862e+06
1.968561e+00 2.928411e-01 -3.681482e-01 -1.259058e+06
1.964174e+00 2.969821e-01 -3.681482e-01 -1.260242e+06
1.959695e+00 3.010688e-01 -3.681482e-01 -1.261406e+06
1.955119e+00 3.050873e-01 -3.681482e-01 -1.262721e+06
1.950455e+00 3.090565e-01 -3.681482e-01 -1.263982e+06
1.945697e+00 3.129576e-01 -3.681482e-01 -1.265322e+06
1.940850e+00 3.167992e-01 -3.681482e-01 -1.266624e+06
1.935906e+00 3.205594e-01 -3.681482e-01 -1.268032e+06
1.930872e+00 3.242514e-01 -3.681482e-01 -1.269455e+06
1.925749e+00 3.278706e-01 -3.681482e-01 -1.270939e+06
1.920534e+00 3.314042e-01 -3.681482e-01 -1.272488e+06
1.915228e+00 3.348491e-01 -3.681482e-01 -1.274000e+06
1.909826e+00 3.381792e-01 -3.681482e-01 -1.275639e+06
1.904335e+00 3.414112e-01 -3.681482e-01 -1.277254e+06
1.898756e+00 3.445319e-01 -3.681482e-01 -1.278973e+06
1.893093e+00 3.475499e-01 -3.681482e-01 -1.280680e+06
1.887345e+00 3.504489e-01 -3.681482e-01 -1.282450e+06
1.881515e+00 3.532295e-01 -3.681482e-01 -1.284223e+06
1.875606e+00 3.558798e-01 -3.681482e-01 -1.286079e+06
1.869620e+00 3.584024e-01 -3.681482e-01 -1.287988e+06
1.863561e+00 3.607948e-01 -3.681482e-01 -1.289919e+06
1.857432e+00 3.630520e-01 -3.681482e-01 -1.291852e+06
1.851234e+00 3.651528e-01 -3.681482e-01 -1.293892e+06
1.844972e+00 3.671035e-01 -3.681482e-01 -1.295984e+06
1.838651e+00 3.689061e-01 -3.681482e-01 -1.298072e+06
1.832274e+00 3.705476e-01 -3.681482e-01 -1.300202e+06
1.825845e+00 3.720158e-01 -3.681482e-01 -1.302408e+06
1.819371e+00 3.733154e-01 -3.681482e-01 -1.304622e+06
1.812854e+00 3.744369e-01 -3.681482e-01 -1.306879e+06
1.806302e+00 3.753708e-01 -3.681482e-01 -1.309209e+06
1.799720e+00 3.761208e-01 -3.681482e-01 -1.311545e+06
1.793114e+00 3.766775e-01 -3.681482e-01 -1.313909e+06
1.786490e+00 3.770304e-01 -3.681482e-01 -1.316344e+06
1.779854e+00 3.771940e-01 -3.681482e-01 -1.318738e+06
1.773215e+00 3.771447e-01 -3.681482e-01 -1.321240e+06
1.766578e+00 3.768901e-01 -3.681482e-01 -1.323757e+06
1.759950e+00 3.764323e-01 -3.681482e-01 -1.326237e+06
1.753340e+00 3.757590e-01 -3.681482e-01 -1.328769e+06
1.746755e+00 3.748676e-01 -3.681482e-01 -1.331380e+06
1.740201e+00 3.737712e-01 -3.681482e-01 -1.333964e+06
1.733685e+00 3.724624e-01 -3.681482e-01 -1.336525e+06
1.727216e+00 3.709410e-01 -3.681482e-01 -1.339101e+06
1.720801e+00 3.692062e-01 -3.681482e-01 -1.341733e+06
1.714444e+00 3.672737e-01 -3.681482e-01 -1.344331e+06
1.708157e+00 3.651223e-01 -3.681482e-01 -1.346978e+06
1.701942e+00 3.627786e-01 -3.681482e-01 -1.349535e+06
1.695809e+00 3.602291e-01 -3.681482e-01 -1.352155e+06
1.689760e+00 3.574915e-01 -3.681482e-01 -1.354769e+06
1.683802e+00 3.545681e-01 -3.681482e-01 -1.357310e+06
1.677946e+00 3.514486e-01 -3.681482e-01 -1.359866e+06
1.672194e+00 3.481464e-01 -3.681482e-01 -1.362413e+06
1.666549e+00 3.446736e-01 -3.681482e-01 -1.364934e+06
1.661017e+00 3.410335e-01 -3.681482e-01 -1.367452e+06
1.655601e+00 3.372317e-01 -3.681482e-01 -1.369865e+06
1.650315e+00 3.332559e-01 -3.681482e-01 -1.372320e+06
1.645154e+00 3.291314e-01 -3.681482e-01 -1.374703e+06
1.640116e+00 3.248734e-01 -3.681482e-01 -1.377012e+06
1.635206e+00 3.204858e-01 -3.681482e-01 -1.379390e+06
1.630416e+00 3.159934e-01 -3.681482e-01 -1.381610e+06
1.625759e+00 3.113792e-01 -3.681482e-01 -1.383838e+06
1.621233e+00 3.066581e-01 -3.681482e-01 -1.386029e+06
1.616836e+00 3.018412e-01 -3.681482e-01 -1.388163e+06
1.612568e+00 2.969372e-01 -3.681482e-01 -1.390232e+06
1.608432e+00 2.919456e-01 -3.681482e-01 -1.392299e+06
1.604428e+00 2.868746e-01 -3.681482e-01 -1.394274e+06
1.600565e+00 2.817170e-01 -3.681482e-01 -1.396240e+06
1.596827e+00 2.765023e-01 -3.681482e-01 -1.398076e+06
1.593215e+00 2.712320e-01 -3.681482e-01 -1.399936e+06
1.589719e+00 2.659227e-01 -3.681482e-01 -1.401717e+06
1.586339e+00 2.605758e-01 -3.681482e-01 -1.403448e+06
1.583076e+00 2.551949e-01 -3.681482e-01 -1.405135e+06
1.579926e+00 2.497849e-01 -3.681482e-01 -1.406753e+06
1.576895e+00 2.443429e-01 -3.681482e-01 -1.408306e+06
1.573986e+00 2.388687e-01 -3.681482e-01 -1.409837e+06
1.571193e+00 2.333693e-01 -3.681482e-01 -1.411316e+06
1.568503e+00 2.278610e-01 -3.681482e-01 -1.412714e+06
1.565912e+00 2.223480e-01 -3.681482e-01 -1.414069e+06
1.563421e+00 2.168290e-01 -3.681482e-01 -1.415420e+06
1.561028e+00 2.113076e-01 -3.681482e-01 -1.416748e+06
1.558721e+00 2.057929e-01 -3.681482e-01 -1.417960e+06
1.556510e+00 2.002785e-01 -3.681482e-01 -1.419148e+06
1.554393e+00 1.947648e-01 -3.681482e-01 -1.420327e+06
1.552362e+00 1.892588e-01 -3.681482e-01 -1.421393e+06
1.550423e+00 1.837567e-01 -3.681482e-01 -1.422427e+06
1.548567e+00 1.782642e-01 -3.681482e-01 -1.423466e+06
1.546788e+00 1.727853e-01 -3.681482e-01 -1.424470e+06
1.545081e+00 1.673232e-01 -3.681482e-01 -1.425390e+06
1.543450e+00 1.618742e-01 -3.681482e-01 -1.426291e+06
1.541891e+00 1.564408e-01 -3.681482e-01 -1.427133e+06
1.540405e+00 1.510213e-01 -3.681482e-01 -1.427945e+06
1.538992e+00 1.456155e-01 -3.681482e-01 -1.428735e+06
1.537655e+00 1.402209e-01 -3.681482e-01 -1.429549e+06
1.536375e+00 1.348482e-01 -3.681482e-01 -1.430240e+06
1.535158e+00 1.294918e-01 -3.681482e-01 -1.430946e+06
1.533997e+00 1.241554e-01 -3.681482e-01 -1.431586e+06
1.532891e+00 1.188375e-01 -3.681482e-01 -1.432170e+06
1.531843e+00 1.135359e-01 -3.681482e-01 -1.432740e+06
1.530855e+00 1.082495e-01 -3.681482e-01 -1.433304e+06
1.529927e+00 1.029770e-01 -3.681482e-01 -1.433888e+06
1.529048e+00 9.772236e-02 -3.681482e-01 -1.434370e+06
1.528219e+00 9.248378e-02 -3.681482e-01 -1.434772e+06
1.527451e+00 8.725666e-02 -3.681482e-01 -1.435256e+06
1.526727e+00 8.204569e-02 -3.681482e-01 -1.435674e+06
1.526047e+00 7.684976e-02 -3.681482e-01 -1.436025e+06
1.525422e+00 7.166487e-02 -3.681482e-01 -1.436423e+06
1.524836e+00 6.649432e-02 -3.681482e-01 -1.436713e+06
1.524302e+00 6.133379e-02 -3.681482e-01 -1.437032e+06
1.523815e+00 5.618350e-02 -3.681482e-01 -1.437342e+06
1.523369e+00 5.104400e-02 -3.681482e-01 -1.437572e+06
1.522974e+00 4.591259e-02 -3.681482e-01 -1.437817e+06
1.522618e+00 4.078999e-02 -3.681482e-01 -1.438008e+06
1.522304e+00 3.567507e-02 -3.681482e-01 -1.438161e+06
1.522038e+00 3.056598e-02 -3.681482e-01 -1.438353e+06
1.521809e+00 2.546313e-02 -3.681482e-01 -1.438473e+06
1.521621e+00 2.036501e-02 -3.681482e-01 -1.438561e+06
1.521476e+00 1.527048e-02 -3.681482e-01 -1.438645e+06
1.521374e+00 1.017872e-02 -3.681482e-01 -1.438719e+06
1.521316e+00 5.088809e-03 -3.681482e-01 -1.438801e+06
1.521291e+00 -5.231800e-09 -3.681482e-01 -1.438769e+06
1.521316e+00 -5.088819e-03 -3.681482e-01 -1.438801e+06
1.521374e+00 -1.017873e-02 -3.681482e-01 -1.438719e+06
1.521476e+00 -1.527049e-02 -3.681482e-01 -1.438645e+06
1.521621e+00 -2.036502e-02 -3.681482e-01 -1.438561e+06
1.521809e+00 -2.546314e-02 -3.681482e-01 -1.438473e+06
1.522038e+00 -3.056599e-02 -3.681482e-01 -1.438353e+06
1.522304e+00 -3.567508e-02 -3.681482e-01 -1.438161e+06
1.522618e+00 -4.079001e-02 -3.681482e-01 -1.438008e+06
1.522974e+00 -4.591261e-02 -3.681482e-01 -1.437817e+06
1.523369e+00 -5.104401e-02 -3.681482e-01 -1.437572e+06
1.523815e+00 -5.618351e-02 -3.681482e-01 -1.437342e+06
1.524302e+00 -6.133380e-02 -3.681482e-01 -1.437032e+06
1.524836e+00 -6.649433e-02 -3.681482e-01 -1.436713e+06
1.525422e+00 -7.166488e-02 -3.681482e-01 -1.436423e+06
1.526047e+00 -7.684977e-02 -3.681482e-01 -1.436025e+06
1.526727e+00 -8.204570e-02 -3.681482e-01 -1.435674e+06
1.527451e+00 -8.725667e-02 -3.681482e-01 -1.435256e+06
1.528219e+00 -9.248379e-02 -3.681482e-01 -1.434772e+06
1.529048e+00 -9.772237e-02 -3.681482e-01 -1.434370e+06
1.529927e+00 -1.029770e-01 -3.681482e-01 -1.433888e+06
1.530855e+00 -1.082495e-01 -3.681482e-01 -1.433304e+06
1.531843e+00 -1.135359e-01 -3.681482e-01 -1.432740e+06
1.532891e+00 -1.188376e-01 -3.681482e-01 -1.432170e+06
1.533997e+00 -1.241554e-01 -3.681482e-01 -1.431586e+06
1.535158e+00 -1.294919e-01 -3.681482e-01 -1.430946e+06
1.536375e+00 -1.348482e-01 -3.681482e-01 -1.430240e+06
1.537655e+00 -1.402210e-01 -3.681482e-01 -1.429549e+06
1.538992e+00 -1.456155e-01 -3.681482e-01 -1.428735e+06
1.540405e+00 -1.510213e-01 -3.681482e-01 -1.427945e+06
1.541891e+00 -1.564408e-01 -3.681482e-01 -1.427133e+06
1.543450e+00 -1.618742e-01 -3.681482e-01 -1.426291e+06
1.545081e+00 -1.673232e-01 -3.681482e-01 -1.425390e+06
1.546788e+00 -1.727853e-01 -3.681482e-01 -1.424470e+06
1.548567e+00 -1.782642e-01 -3.681482e-01 -1.423466e+06
1.550423e+00 -1.837567e-01 -3.681482e-01 -1.422427e+06
1.552362e+00 -1.892588e-01 -3.681482e-01 -1.421393e+06
1.554393e+00 -1.947648e-01 -3.681482e-01 -1.420327e+06
1.556510e+00 -2.002785e-01 -3.681482e-01 -1.419148e+06
1.558721e+00 -2.057929e-01 -3.681482e-01 -1.417960e+06
1.561028e+00 -2.113077e-01 -3.681482e-01 -1.416748e+06
1.563421e+00 -2.168290e-01 -3.681482e-01 -1.415420e+06
1.565912e+00 -2.223480e-01 -3.681482e-01 -1.414069e+06
1.568503e+00 -2.278610e-01 -3.681482e-01 -1.412714e+06
1.571193e+00 -2.333693e-01 -3.681482e-01 -1.411316e+06
1.573986e+00 -2.388687e-01 -3.681482e-01 -1.409837e+06
1.576895e+00 -2.443429e-01 -3.681482e-01 -1.408306e+06
1.579926e+00 -2.497849e-01 -3.681482e-01 -1.406752e+06
1.583076e+00 -2.551949e-01 -3.681482e-01 -1.405134e+06
1.586339e+00 -2.605758e-01 -3.681482e-01 -1.403448e+06
1.589719e+00 -2.659227e-01 -3.681482e-01 -1.401716e+06
1.593215e+00 -2.712320e-01 -3.681482e-01 -1.399936e+06
1.596827e+00 -2.765023e-01 -3.681482e-01 -1.398076e+06
1.600565e+00 -2.817170e-01 -3.681482e-01 -1.396240e+06
1.604428e+00 -2.868746e-01 -3.681482e-01 -1.394274e+06
1.608432e+00 -2.919456e-01 -3.681482e-01 -1.392299e+06
1.612568e+00 -2.969372e-01 -3.681482e-01 -1.390232e+06
1.616836e+00 -3.018412e-01 -3.681482e-01 -1.388163e+06
1.621233e+00 -3.066580e-01 -3.681482e-01 -1.386030e+06
1.625759e+00 -3.113792e-01 -3.681482e-01 -1.383838e+06
1.630416e+00 -3.159934e-01 -3.681482e-01 -1.381610e+06
1.635206e+00 -3.204858e-01 -3.681482e-01 -1.379390e+06
1.640116e+00 -3.248735e-01 -3.681482e-01 -1.377012e+06
1.645154e+00 -3.291314e-01 -3.681482e-01 -1.374703e+06
1.650315e+00 -3.332559e-01 -3.681482e-01 -1.372320e+06
1.655601e+00 -3.372317e-01 -3.681482e-01 -1.369865e+06
1.661017e+00 -3.410335e-01 -3.681482e-01 -1.367452e+06
1.666549e+00 -3.446736e-01 -3.681482e-01 -1.364934e+06
1.672194e+00 -3.481464e-01 -3.681482e-01 -1.362413e+06
1.677946e+00 -3.514486e-01 -3.681482e-01 -1.359866e+06
1.683802e+00 -3.545681e-01 -3.681482e-01 -1.357310e+06
1.689760e+00 -3.574915e-01 -3.681482e-01 -1.354769e+06
1.695809e+00 -3.602291e-01 -3.681482e-01 -1.352155e+06
1.701942e+00 -3.627786e-01 -3.681482e-01 -1.349535e+06
1.708157e+00 -3.651223e-01 -3.681482e-01 -1.346978e+06
1.714444e+00 -3.672737e-01 -3.681482e-01 -1.344331e+06
1.720801e+00 -3.692062e-01 -3.681482e-01 -1.341733e+06
1.727216e+00 -3.709410e-01 -3.681482e-01 -1.339101e+06
1.733685e+00 -3.724624e-01 -3.681482e-01 -1.336525e+06
1.740201e+00 -3.737713e-01 -3.681482e-01 -1.333964e+06
1.746755e+00 -3.748676e-01 -3.681482e-01 -1.331380e+06
1.753340e+00 -3.757590e-01 -3.681482e-01 -1.328769e+06
1.759950e+00 -3.764323e-01 -3.681482e-01 -1.326237e+06
1.766578e+00 -3.768901e-01 -3.681482e-01 -1.323757e+06
1.773215e+00 -3.771447e-01 -3.681482e-01 -1.321240e+06
1.779854e+00 -3.771940e-01 -3.681482e-01 -1.318738e+06
1.786490e+00 -3.770304e-01 -3.681482e-01 -1.316344e+06
1.793114e+00 -3.766775e-01 -3.681482e-01 -1.313909e+06
