ZONE I=129 J=129
9.728125e-01 1.025000e+00 -1.254836e-01
9.728125e-01 1.050000e+00 -1.301754e-01
9.728125e-01 1.075000e+00 -1.347777e-01
9.728125e-01 1.100000e+00 -1.391907e-01
9.728125e-01 1.125000e+00 -1.433683e-01
9.728125e-01 1.150000e+00 -1.473042e-01
9.728125e-01 1.175000e+00 -1.510157e-01
9.728125e-01 1.200000e+00 -1.545343e-01
9.728125e-01 1.225000e+00 -1.579014e-01
9.728125e-01 1.250000e+00 -1.611686e-01
9.728125e-01 1.275000e+00 -1.644030e-01
9.728125e-01 1.300000e+00 -1.676975e-01
9.728125e-01 1.325000e+00 -1.711888e-01
9.728125e-01 1.350000e+00 -1.750802e-01
9.728125e-01 1.375000e+00 -1.796657e-01
9.728125e-01 1.400000e+00 -1.853080e-01
9.728125e-01 1.425000e+00 -1.922776e-01
9.728125e-01 1.450000e+00 -1.989504e-01
9.728125e-01 1.475000e+00 -2.031876e-01
9.728125e-01 1.500000e+00 -2.046916e-01
9.728125e-01 1.525000e+00 -2.030049e-01
9.728125e-01 1.550000e+00 -1.978622e-01
9.728125e-01 1.575000e+00 -1.915446e-01
9.728125e-01 1.600000e+00 -1.852691e-01
9.860937e-01 -1.600000e+00 -1.810228e-01
9.860937e-01 -1.575000e+00 -1.866203e-01
9.860937e-01 -1.550000e+00 -1.921920e-01
9.860937e-01 -1.525000e+00 -1.952896e-01
9.860937e-01 -1.500000e+00 -1.960531e-01
9.860937e-01 -1.475000e+00 -1.941622e-01
9.860937e-01 -1.450000e+00 -1.902133e-01
9.860937e-01 -1.425000e+00 -1.847348e-01
9.860937e-01 -1.400000e+00 -1.798973e-01
9.860937e-01 -1.375000e+00 -1.758322e-01
9.860937e-01 -1.350000e+00 -1.724007e-01
9.860937e-01 -1.325000e+00 -1.693937e-01
9.860937e-01 -1.300000e+00 -1.666164e-01
9.860937e-01 -1.275000e+00 -1.639196e-01
9.860937e-01 -1.250000e+00 -1.611969e-01
9.860937e-01 -1.225000e+00 -1.583730e-01
9.860937e-01 -1.200000e+00 -1.553933e-01
9.860937e-01 -1.175000e+00 -1.522162e-01
9.860937e-01 -1.150000e+00 -1.488111e-01
9.860937e-01 -1.125000e+00 -1.451592e-01
9.860937e-01 -1.100000e+00 -1.412587e-01
9.860937e-01 -1.075000e+00 -1.371341e-01
9.860937e-01 -1.050000e+00 -1.328474e-01
9.860937e-01 -1.025000e+00 -1.285032e-01
9.860937e-01 -1.000000e+00 -1.242366e-01
9.860937e-01 -9.750000e-01 -1.201833e-01
9.860937e-01 -9.500000e-01 -1.164503e-01
9.860937e-01 -9.250000e-01 -1.131031e-01
9.860937e-01 -9.000000e-01 -1.101712e-01
9.860937e-01 -8.750000e-01 -1.076592e-01
9.860937e-01 -8.500000e-01 -1.055568e-01
9.860937e-01 -8.250000e-01 -1.038460e-01
9.860937e-01 -8.000000e-01 -1.025041e-01
9.860937e-01 -7.750000e-01 -1.015053e-01
9.860937e-01 -7.500000e-01 -1.008198e-01
9.860937e-01 -7.250000e-01 -1.004139e-01
9.860937e-01 -7.000000e-01 -1.002511e-01
9.860937e-01 -6.750000e-01 -1.002990e-01
9.860937e-01 -6.500000e-01 -1.005379e-01
9.860937e-01 -6.250000e-01 -1.009637e-01
9.860937e-01 -6.000000e-01 -1.015806e-01
9.860937e-01 -5.750000e-01 -1.023942e-01
9.860937e-01 -5.500000e-01 -1.034074e-01
9.860937e-01 -5.250000e-01 -1.046201e-01
9.860937e-01 -5.000000e-01 -1.060300e-01
9.860937e-01 -4.750000e-01 -1.076320e-01
9.860937e-01 -4.500000e-01 -1.094176e-01
9.860937e-01 -4.250000e-01 -1.113715e-01
9.860937e-01 -4.000000e-01 -1.134683e-01
9.860937e-01 -3.750000e-01 -1.156675e-01
9.860937e-01 -3.500000e-01 -1.179131e-01
9.860937e-01 -3.250000e-01 -1.201407e-01
9.860937e-01 -3.000000e-01 -1.222911e-01
9.860937e-01 -2.750000e-01 -1.243201e-01
9.860937e-01 -2.500000e-01 -1.262005e-01
9.860937e-01 -2.250000e-01 -1.279177e-01
9.860937e-01 -2.000000e-01 -1.294650e-01
9.860937e-01 -1.750000e-01 -1.308402e-01
9.860937e-01 -1.500000e-01 -1.320431e-01
9.860937e-01 -1.250000e-01 -1.330739e-01
9.860937e-01 -1.000000e-01 -1.339325e-01
9.860937e-01 -7.500000e-02 -1.346182e-01
9.860937e-01 -5.000000e-02 -1.351278e-01
9.860937e-01 -2.500000e-02 -1.354563e-01
9.860937e-01 0.000000e+00 -1.355970e-01
9.860937e-01 2.500000e-02 -1.355441e-01
9.860937e-01 5.000000e-02 -1.352944e-01
9.860937e-01 7.500000e-02 -1.348472e-01
9.860937e-01 1.000000e-01 -1.342023e-01
9.860937e-01 1.250000e-01 -1.333594e-01
9.860937e-01 1.500000e-01 -1.323180e-01
9.860937e-01 1.750000e-01 -1.310775e-01
9.860937e-01 2.000000e-01 -1.296380e-01
9.860937e-01 2.250000e-01 -1.280009e-01
9.860937e-01 2.500000e-01 -1.261704e-01
9.860937e-01 2.750000e-01 -1.241558e-01
9.860937e-01 3.000000e-01 -1.219770e-01
9.860937e-01 3.250000e-01 -1.196687e-01
9.860937e-01 3.500000e-01 -1.172847e-01
9.860937e-01 3.750000e-01 -1.148926e-01
9.860937e-01 4.000000e-01 -1.125614e-01
9.860937e-01 4.250000e-01 -1.103474e-01
9.860937e-01 4.500000e-01 -1.082893e-01
9.860937e-01 4.750000e-01 -1.064109e-01
9.860937e-01 5.000000e-01 -1.047257e-01
9.860937e-01 5.250000e-01 -1.032411e-01
9.860937e-01 5.500000e-01 -1.019612e-01
9.860937e-01 5.750000e-01 -1.008873e-01
9.860937e-01 6.000000e-01 -1.000183e-01
9.860937e-01 6.250000e-01 -9.934958e-02
9.860937e-01 6.500000e-01 -9.887458e-02
9.860937e-01 6.750000e-01 -9.858897e-02
9.860937e-01 7.000000e-01 -9.849951e-02
9.860937e-01 7.250000e-01 -9.862921e-02
9.860937e-01 7.500000e-01 -9.901247e-02
9.860937e-01 7.750000e-01 -9.968558e-02
9.860937e-01 8.000000e-01 -1.006813e-01
9.860937e-01 8.250000e-01 -1.020281e-01
9.860937e-01 8.500000e-01 -1.037510e-01
9.860937e-01 8.750000e-01 -1.058718e-01
9.860937e-01 9.000000e-01 -1.084077e-01
9.860937e-01 9.250000e-01 -1.113672e-01
9.860937e-01 9.500000e-01 -1.147430e-01
9.860937e-01 9.750000e-01 -1.185013e-01
9.860937e-01 1.000000e+00 -1.225723e-01
9.860937e-01 1.025000e+00 -1.268478e-01
9.860937e-01 1.050000e+00 -1.311985e-01
9.860937e-01 1.075000e+00 -1.355044e-01
9.860937e-01 1.100000e+00 -1.396798e-01
9.860937e-01 1.125000e+00 -1.436792e-01
9.860937e-01 1.150000e+00 -1.474906e-01
9.860937e-01 1.175000e+00 -1.511251e-01
9.860937e-01 1.200000e+00 -1.546096e-01
9.860937e-01 1.225000e+00 -1.579829e-01
9.860937e-01 1.250000e+00 -1.612962e-01
9.860937e-01 1.275000e+00 -1.646172e-01
9.860937e-01 1.300000e+00 -1.680384e-01
9.860937e-01 1.325000e+00 -1.716893e-01
9.860937e-01 1.350000e+00 -1.757501e-01
9.860937e-01 1.375000e+00 -1.804567e-01
9.860937e-01 1.400000e+00 -1.860645e-01
9.860937e-01 1.425000e+00 -1.927407e-01
9.860937e-01 1.450000e+00 -2.001682e-01
9.860937e-01 1.475000e+00 -2.055032e-01
9.860937e-01 1.500000e+00 -2.079869e-01
9.860937e-01 1.525000e+00 -2.071614e-01
9.860937e-01 1.550000e+00 -2.030056e-01
9.860937e-01 1.575000e+00 -1.960687e-01
9.860937e-01 1.600000e+00 -1.890991e-01
9.993750e-01 -1.600000e+00 -1.845266e-01
9.993750e-01 -1.575000e+00 -1.906840e-01
9.993750e-01 -1.550000e+00 -1.957368e-01
9.993750e-01 -1.525000e+00 -1.982051e-01
9.993750e-01 -1.500000e+00 -1.980565e-01
9.993750e-01 -1.475000e+00 -1.954251e-01
9.993750e-01 -1.450000e+00 -1.905180e-01
9.993750e-01 -1.425000e+00 -1.851914e-01
9.993750e-01 -1.400000e+00 -1.804904e-01
9.993750e-01 -1.375000e+00 -1.764212e-01
9.993750e-01 -1.350000e+00 -1.728922e-01
9.993750e-01 -1.325000e+00 -1.697531e-01
9.993750e-01 -1.300000e+00 -1.668502e-01
9.993750e-01 -1.275000e+00 -1.640552e-01
9.993750e-01 -1.250000e+00 -1.612702e-01
9.993750e-01 -1.225000e+00 -1.584226e-01
9.993750e-01 -1.200000e+00 -1.554586e-01
9.993750e-01 -1.175000e+00 -1.523384e-01
9.993750e-01 -1.150000e+00 -1.490339e-01
9.993750e-01 -1.125000e+00 -1.455304e-01
9.993750e-01 -1.100000e+00 -1.418301e-01
9.993750e-01 -1.075000e+00 -1.379592e-01
9.993750e-01 -1.050000e+00 -1.339741e-01
9.993750e-01 -1.025000e+00 -1.299628e-01
9.993750e-01 -1.000000e+00 -1.260351e-01
9.993750e-01 -9.750000e-01 -1.223012e-01
9.993750e-01 -9.500000e-01 -1.188519e-01
9.993750e-01 -9.250000e-01 -1.157475e-01
9.993750e-01 -9.000000e-01 -1.130198e-01
9.993750e-01 -8.750000e-01 -1.106785e-01
9.993750e-01 -8.500000e-01 -1.087193e-01
9.993750e-01 -8.250000e-01 -1.071286e-01
9.993750e-01 -8.000000e-01 -1.058878e-01
9.993750e-01 -7.750000e-01 -1.049738e-01
9.993750e-01 -7.500000e-01 -1.043602e-01
9.993750e-01 -7.250000e-01 -1.040176e-01
9.993750e-01 -7.000000e-01 -1.039154e-01
9.993750e-01 -6.750000e-01 -1.040266e-01
9.993750e-01 -6.500000e-01 -1.043336e-01
9.993750e-01 -6.250000e-01 -1.048291e-01
9.993750e-01 -6.000000e-01 -1.055128e-01
9.993750e-01 -5.750000e-01 -1.063865e-01
9.993750e-01 -5.500000e-01 -1.074504e-01
9.993750e-01 -5.250000e-01 -1.087028e-01
9.993750e-01 -5.000000e-01 -1.101396e-01
9.993750e-01 -4.750000e-01 -1.117538e-01
9.993750e-01 -4.500000e-01 -1.135343e-01
9.993750e-01 -4.250000e-01 -1.154641e-01
9.993750e-01 -4.000000e-01 -1.175169e-01
9.993750e-01 -3.750000e-01 -1.196551e-01
9.993750e-01 -3.500000e-01 -1.218299e-01
9.993750e-01 -3.250000e-01 -1.239872e-01
9.993750e-01 -3.000000e-01 -1.260764e-01
9.993750e-01 -2.750000e-01 -1.280575e-01
9.993750e-01 -2.500000e-01 -1.299032e-01
9.993750e-01 -2.250000e-01 -1.315966e-01
9.993750e-01 -2.000000e-01 -1.331281e-01
9.993750e-01 -1.750000e-01 -1.344927e-01
9.993750e-01 -1.500000e-01 -1.356881e-01
9.993750e-01 -1.250000e-01 -1.367120e-01
9.993750e-01 -1.000000e-01 -1.375632e-01
9.993750e-01 -7.500000e-02 -1.382399e-01
9.993750e-01 -5.000000e-02 -1.387389e-01
9.993750e-01 -2.500000e-02 -1.390558e-01
9.993750e-01 0.000000e+00 -1.391854e-01
9.993750e-01 2.500000e-02 -1.391229e-01
9.993750e-01 5.000000e-02 -1.388656e-01
9.993750e-01 7.500000e-02 -1.384121e-01
9.993750e-01 1.000000e-01 -1.377622e-01
9.993750e-01 1.250000e-01 -1.369156e-01
9.993750e-01 1.500000e-01 -1.358725e-01
9.993750e-01 1.750000e-01 -1.346337e-01
9.993750e-01 2.000000e-01 -1.332014e-01
9.993750e-01 2.250000e-01 -1.315796e-01
9.993750e-01 2.500000e-01 -1.297750e-01
9.993750e-01 2.750000e-01 -1.278002e-01
9.993750e-01 3.000000e-01 -1.256764e-01
9.993750e-01 3.250000e-01 -1.234374e-01
9.993750e-01 3.500000e-01 -1.211308e-01
9.993750e-01 3.750000e-01 -1.188139e-01
9.993750e-01 4.000000e-01 -1.165450e-01
9.993750e-01 4.250000e-01 -1.143738e-01
9.993750e-01 4.500000e-01 -1.123373e-01
9.993750e-01 4.750000e-01 -1.104604e-01
9.993750e-01 5.000000e-01 -1.087591e-01
9.993750e-01 5.250000e-01 -1.072434e-01
9.993750e-01 5.500000e-01 -1.059193e-01
9.993750e-01 5.750000e-01 -1.047900e-01
9.993750e-01 6.000000e-01 -1.038563e-01
9.993750e-01 6.250000e-01 -1.031168e-01
9.993750e-01 6.500000e-01 -1.025692e-01
9.993750e-01 6.750000e-01 -1.022140e-01
9.993750e-01 7.000000e-01 -1.020601e-01
9.993750e-01 7.250000e-01 -1.021277e-01
9.993750e-01 7.500000e-01 -1.024451e-01
9.993750e-01 7.750000e-01 -1.030430e-01
9.993750e-01 8.000000e-01 -1.039504e-01
9.993750e-01 8.250000e-01 -1.051930e-01
9.993750e-01 8.500000e-01 -1.067929e-01
9.993750e-01 8.750000e-01 -1.087683e-01
9.993750e-01 9.000000e-01 -1.111316e-01
9.993750e-01 9.250000e-01 -1.138859e-01
9.993750e-01 9.500000e-01 -1.170193e-01
9.993750e-01 9.750000e-01 -1.204974e-01
9.993750e-01 1.000000e+00 -1.242574e-01
9.993750e-01 1.025000e+00 -1.282094e-01
9.993750e-01 1.050000e+00 -1.322493e-01
9.993750e-01 1.075000e+00 -1.362795e-01
9.993750e-01 1.100000e+00 -1.402266e-01
9.993750e-01 1.125000e+00 -1.440484e-01
9.993750e-01 1.150000e+00 -1.477302e-01
9.993750e-01 1.175000e+00 -1.512790e-01
9.993750e-01 1.200000e+00 -1.547178e-01
9.993750e-01 1.225000e+00 -1.580830e-01
9.993750e-01 1.250000e+00 -1.614240e-01
9.993750e-01 1.275000e+00 -1.648069e-01
9.993750e-01 1.300000e+00 -1.683201e-01
9.993750e-01 1.325000e+00 -1.720819e-01
9.993750e-01 1.350000e+00 -1.762467e-01
9.993750e-01 1.375000e+00 -1.809996e-01
9.993750e-01 1.400000e+00 -1.865216e-01
9.993750e-01 1.425000e+00 -1.929203e-01
9.993750e-01 1.450000e+00 -2.001850e-01
9.993750e-01 1.475000e+00 -2.066962e-01
9.993750e-01 1.500000e+00 -2.101904e-01
9.993750e-01 1.525000e+00 -2.103973e-01
9.993750e-01 1.550000e+00 -2.071903e-01
9.993750e-01 1.575000e+00 -2.006198e-01
9.993750e-01 1.600000e+00 -1.929044e-01
1.012656e+00 -1.600000e+00 -1.880227e-01
1.012656e+00 -1.575000e+00 -1.944772e-01
1.012656e+00 -1.550000e+00 -1.987425e-01
1.012656e+00 -1.525000e+00 -2.004418e-01
1.012656e+00 -1.500000e+00 -1.994358e-01
1.012656e+00 -1.475000e+00 -1.958937e-01
1.012656e+00 -1.450000e+00 -1.905390e-01
1.012656e+00 -1.425000e+00 -1.854740e-01
1.012656e+00 -1.400000e+00 -1.809085e-01
1.012656e+00 -1.375000e+00 -1.768628e-01
1.012656e+00 -1.350000e+00 -1.732795e-01
1.012656e+00 -1.325000e+00 -1.700511e-01
1.012656e+00 -1.300000e+00 -1.670575e-01
1.012656e+00 -1.275000e+00 -1.641907e-01
1.012656e+00 -1.250000e+00 -1.613629e-01
1.012656e+00 -1.225000e+00 -1.585064e-01
1.012656e+00 -1.200000e+00 -1.555697e-01
1.012656e+00 -1.175000e+00 -1.525149e-01
1.012656e+00 -1.150000e+00 -1.493168e-01
1.012656e+00 -1.125000e+00 -1.459632e-01
1.012656e+00 -1.100000e+00 -1.424587e-01
1.012656e+00 -1.075000e+00 -1.388288e-01
1.012656e+00 -1.050000e+00 -1.351239e-01
1.012656e+00 -1.025000e+00 -1.314182e-01
1.012656e+00 -1.000000e+00 -1.278019e-01
1.012656e+00 -9.750000e-01 -1.243657e-01
1.012656e+00 -9.500000e-01 -1.211868e-01
1.012656e+00 -9.250000e-01 -1.183196e-01
1.012656e+00 -9.000000e-01 -1.157962e-01
1.012656e+00 -8.750000e-01 -1.136295e-01
1.012656e+00 -8.500000e-01 -1.118192e-01
1.012656e+00 -8.250000e-01 -1.103557e-01
1.012656e+00 -8.000000e-01 -1.092237e-01
1.012656e+00 -7.750000e-01 -1.084032e-01
1.012656e+00 -7.500000e-01 -1.078710e-01
1.012656e+00 -7.250000e-01 -1.076014e-01
1.012656e+00 -7.000000e-01 -1.075684e-01
1.012656e+00 -6.750000e-01 -1.077489e-01
1.012656e+00 -6.500000e-01 -1.081267e-01
1.012656e+00 -6.250000e-01 -1.086927e-01
1.012656e+00 -6.000000e-01 -1.094437e-01
1.012656e+00 -5.750000e-01 -1.103780e-01
1.012656e+00 -5.500000e-01 -1.114939e-01
1.012656e+00 -5.250000e-01 -1.127877e-01
1.012656e+00 -5.000000e-01 -1.142537e-01
1.012656e+00 -4.750000e-01 -1.158832e-01
1.012656e+00 -4.500000e-01 -1.176635e-01
1.012656e+00 -4.250000e-01 -1.195761e-01
1.012656e+00 -4.000000e-01 -1.215951e-01
1.012656e+00 -3.750000e-01 -1.236854e-01
1.012656e+00 -3.500000e-01 -1.258043e-01
1.012656e+00 -3.250000e-01 -1.279049e-01
1.012656e+00 -3.000000e-01 -1.299435e-01
1.012656e+00 -2.750000e-01 -1.318838e-01
1.012656e+00 -2.500000e-01 -1.336989e-01
1.012656e+00 -2.250000e-01 -1.353708e-01
1.012656e+00 -2.000000e-01 -1.368875e-01
1.012656e+00 -1.750000e-01 -1.382422e-01
1.012656e+00 -1.500000e-01 -1.394304e-01
1.012656e+00 -1.250000e-01 -1.404479e-01
1.012656e+00 -1.000000e-01 -1.412920e-01
1.012656e+00 -7.500000e-02 -1.419604e-01
1.012656e+00 -5.000000e-02 -1.424499e-01
1.012656e+00 -2.500000e-02 -1.427567e-01
1.012656e+00 0.000000e+00 -1.428764e-01
1.012656e+00 2.500000e-02 -1.428051e-01
1.012656e+00 5.000000e-02 -1.425403e-01
1.012656e+00 7.500000e-02 -1.420805e-01
1.012656e+00 1.000000e-01 -1.414255e-01
1.012656e+00 1.250000e-01 -1.405752e-01
1.012656e+00 1.500000e-01 -1.395302e-01
1.012656e+00 1.750000e-01 -1.382925e-01
1.012656e+00 2.000000e-01 -1.368665e-01
1.012656e+00 2.250000e-01 -1.352581e-01
1.012656e+00 2.500000e-01 -1.334766e-01
1.012656e+00 2.750000e-01 -1.315360e-01
1.012656e+00 3.000000e-01 -1.294584e-01
1.012656e+00 3.250000e-01 -1.272760e-01
1.012656e+00 3.500000e-01 -1.250313e-01
1.012656e+00 3.750000e-01 -1.227738e-01
1.012656e+00 4.000000e-01 -1.205538e-01
1.012656e+00 4.250000e-01 -1.184155e-01
1.012656e+00 4.500000e-01 -1.163938e-01
1.012656e+00 4.750000e-01 -1.145140e-01
1.012656e+00 5.000000e-01 -1.127937e-01
1.012656e+00 5.250000e-01 -1.112447e-01
1.012656e+00 5.500000e-01 -1.098748e-01
1.012656e+00 5.750000e-01 -1.086892e-01
1.012656e+00 6.000000e-01 -1.076906e-01
1.012656e+00 6.250000e-01 -1.068801e-01
1.012656e+00 6.500000e-01 -1.062588e-01
1.012656e+00 6.750000e-01 -1.058307e-01
1.012656e+00 7.000000e-01 -1.056058e-01
1.012656e+00 7.250000e-01 -1.056021e-01
1.012656e+00 7.500000e-01 -1.058438e-01
1.012656e+00 7.750000e-01 -1.063573e-01
1.012656e+00 8.000000e-01 -1.071680e-01
1.012656e+00 8.250000e-01 -1.082987e-01
1.012656e+00 8.500000e-01 -1.097687e-01
1.012656e+00 8.750000e-01 -1.115930e-01
1.012656e+00 9.000000e-01 -1.137803e-01
1.012656e+00 9.250000e-01 -1.163299e-01
1.012656e+00 9.500000e-01 -1.192273e-01
1.012656e+00 9.750000e-01 -1.224392e-01
1.012656e+00 1.000000e+00 -1.259100e-01
1.012656e+00 1.025000e+00 -1.295646e-01
1.012656e+00 1.050000e+00 -1.333177e-01
1.012656e+00 1.075000e+00 -1.370894e-01
1.012656e+00 1.100000e+00 -1.408173e-01
1.012656e+00 1.125000e+00 -1.444630e-01
1.012656e+00 1.150000e+00 -1.480113e-01
1.012656e+00 1.175000e+00 -1.514666e-01
1.012656e+00 1.200000e+00 -1.548489e-01
1.012656e+00 1.225000e+00 -1.581918e-01
1.012656e+00 1.250000e+00 -1.615423e-01
1.012656e+00 1.275000e+00 -1.649631e-01
1.012656e+00 1.300000e+00 -1.685361e-01
1.012656e+00 1.325000e+00 -1.723664e-01
1.012656e+00 1.350000e+00 -1.765830e-01
1.012656e+00 1.375000e+00 -1.813289e-01
1.012656e+00 1.400000e+00 -1.867314e-01
1.012656e+00 1.425000e+00 -1.928552e-01
1.012656e+00 1.450000e+00 -1.996674e-01
1.012656e+00 1.475000e+00 -2.068884e-01
1.012656e+00 1.500000e+00 -2.114388e-01
1.012656e+00 1.525000e+00 -2.128686e-01
1.012656e+00 1.550000e+00 -2.104696e-01
1.012656e+00 1.575000e+00 -2.049757e-01
1.012656e+00 1.600000e+00 -1.966549e-01
1.025937e+00 -1.600000e+00 -1.915099e-01
1.025937e+00 -1.575000e+00 -1.975241e-01
1.025937e+00 -1.550000e+00 -2.010404e-01
1.025937e+00 -1.525000e+00 -2.019031e-01
1.025937e+00 -1.500000e+00 -2.000966e-01
1.025937e+00 -1.475000e+00 -1.955748e-01
1.025937e+00 -1.450000e+00 -1.904466e-01
1.025937e+00 -1.425000e+00 -1.856161e-01
1.025937e+00 -1.400000e+00 -1.811820e-01
1.025937e+00 -1.375000e+00 -1.771774e-01
1.025937e+00 -1.350000e+00 -1.735709e-01
1.025937e+00 -1.325000e+00 -1.702867e-01
1.025937e+00 -1.300000e+00 -1.672321e-01
1.025937e+00 -1.275000e+00 -1.643174e-01
1.025937e+00 -1.250000e+00 -1.614656e-01
1.025937e+00 -1.225000e+00 -1.586144e-01
1.025937e+00 -1.200000e+00 -1.557160e-01
1.025937e+00 -1.175000e+00 -1.527349e-01
1.025937e+00 -1.150000e+00 -1.496480e-01
1.025937e+00 -1.125000e+00 -1.464452e-01
1.025937e+00 -1.100000e+00 -1.431319e-01
1.025937e+00 -1.075000e+00 -1.397320e-01
1.025937e+00 -1.050000e+00 -1.362896e-01
1.025937e+00 -1.025000e+00 -1.328675e-01
1.025937e+00 -1.000000e+00 -1.295403e-01
1.025937e+00 -9.750000e-01 -1.263837e-01
1.025937e+00 -9.500000e-01 -1.234631e-01
1.025937e+00 -9.250000e-01 -1.208275e-01
1.025937e+00 -9.000000e-01 -1.185075e-01
1.025937e+00 -8.750000e-01 -1.165179e-01
1.025937e+00 -8.500000e-01 -1.148612e-01
1.025937e+00 -8.250000e-01 -1.135311e-01
1.025937e+00 -8.000000e-01 -1.125150e-01
1.025937e+00 -7.750000e-01 -1.117959e-01
1.025937e+00 -7.500000e-01 -1.113534e-01
1.025937e+00 -7.250000e-01 -1.111654e-01
1.025937e+00 -7.000000e-01 -1.112091e-01
1.025937e+00 -6.750000e-01 -1.114646e-01
1.025937e+00 -6.500000e-01 -1.119165e-01
1.025937e+00 -6.250000e-01 -1.125549e-01
1.025937e+00 -6.000000e-01 -1.133743e-01
1.025937e+00 -5.750000e-01 -1.143706e-01
1.025937e+00 -5.500000e-01 -1.155401e-01
1.025937e+00 -5.250000e-01 -1.168776e-01
1.025937e+00 -5.000000e-01 -1.183756e-01
1.025937e+00 -4.750000e-01 -1.200242e-01
1.025937e+00 -4.500000e-01 -1.218093e-01
1.025937e+00 -4.250000e-01 -1.237119e-01
1.025937e+00 -4.000000e-01 -1.257066e-01
1.025937e+00 -3.750000e-01 -1.277608e-01
1.025937e+00 -3.500000e-01 -1.298363e-01
1.025937e+00 -3.250000e-01 -1.318922e-01
1.025937e+00 -3.000000e-01 -1.338898e-01
1.025937e+00 -2.750000e-01 -1.357963e-01
1.025937e+00 -2.500000e-01 -1.375857e-01
1.025937e+00 -2.250000e-01 -1.392391e-01
1.025937e+00 -2.000000e-01 -1.407428e-01
1.025937e+00 -1.750000e-01 -1.420885e-01
1.025937e+00 -1.500000e-01 -1.432707e-01
1.025937e+00 -1.250000e-01 -1.442823e-01
1.025937e+00 -1.000000e-01 -1.451199e-01
1.025937e+00 -7.500000e-02 -1.457808e-01
1.025937e+00 -5.000000e-02 -1.462619e-01
1.025937e+00 -2.500000e-02 -1.465597e-01
1.025937e+00 0.000000e+00 -1.466705e-01
1.025937e+00 2.500000e-02 -1.465909e-01
1.025937e+00 5.000000e-02 -1.463188e-01
1.025937e+00 7.500000e-02 -1.458529e-01
1.025937e+00 1.000000e-01 -1.451927e-01
1.025937e+00 1.250000e-01 -1.443384e-01
1.025937e+00 1.500000e-01 -1.432910e-01
1.025937e+00 1.750000e-01 -1.420531e-01
1.025937e+00 2.000000e-01 -1.406319e-01
1.025937e+00 2.250000e-01 -1.390346e-01
1.025937e+00 2.500000e-01 -1.372724e-01
1.025937e+00 2.750000e-01 -1.353604e-01
1.025937e+00 3.000000e-01 -1.333205e-01
1.025937e+00 3.250000e-01 -1.311832e-01
1.025937e+00 3.500000e-01 -1.289869e-01
1.025937e+00 3.750000e-01 -1.267751e-01
1.025937e+00 4.000000e-01 -1.245919e-01
1.025937e+00 4.250000e-01 -1.224770e-01
1.025937e+00 4.500000e-01 -1.204632e-01
1.025937e+00 4.750000e-01 -1.185757e-01
1.025937e+00 5.000000e-01 -1.168328e-01
1.025937e+00 5.250000e-01 -1.152478e-01
1.025937e+00 5.500000e-01 -1.138302e-01
1.025937e+00 5.750000e-01 -1.125867e-01
1.025937e+00 6.000000e-01 -1.115219e-01
1.025937e+00 6.250000e-01 -1.106393e-01
1.025937e+00 6.500000e-01 -1.099425e-01
1.025937e+00 6.750000e-01 -1.094376e-01
1.025937e+00 7.000000e-01 -1.091355e-01
1.025937e+00 7.250000e-01 -1.090527e-01
1.025937e+00 7.500000e-01 -1.092101e-01
1.025937e+00 7.750000e-01 -1.096308e-01
1.025937e+00 8.000000e-01 -1.103370e-01
1.025937e+00 8.250000e-01 -1.113488e-01
1.025937e+00 8.500000e-01 -1.126830e-01
1.025937e+00 8.750000e-01 -1.143517e-01
1.025937e+00 9.000000e-01 -1.163607e-01
1.025937e+00 9.250000e-01 -1.187068e-01
1.025937e+00 9.500000e-01 -1.213745e-01
1.025937e+00 9.750000e-01 -1.243324e-01
1.025937e+00 1.000000e+00 -1.275319e-01
1.025937e+00 1.025000e+00 -1.309097e-01
1.025937e+00 1.050000e+00 -1.343956e-01
1.025937e+00 1.075000e+00 -1.379233e-01
1.025937e+00 1.100000e+00 -1.414398e-01
1.025937e+00 1.125000e+00 -1.449113e-01
1.025937e+00 1.150000e+00 -1.483230e-01
1.025937e+00 1.175000e+00 -1.516778e-01
1.025937e+00 1.200000e+00 -1.549933e-01
1.025937e+00 1.225000e+00 -1.583003e-01
1.025937e+00 1.250000e+00 -1.616428e-01
1.025937e+00 1.275000e+00 -1.650789e-01
1.025937e+00 1.300000e+00 -1.686827e-01
1.025937e+00 1.325000e+00 -1.725455e-01
1.025937e+00 1.350000e+00 -1.767730e-01
1.025937e+00 1.375000e+00 -1.814741e-01
1.025937e+00 1.400000e+00 -1.867360e-01
1.025937e+00 1.425000e+00 -1.925908e-01
1.025937e+00 1.450000e+00 -1.989913e-01
1.025937e+00 1.475000e+00 -2.058141e-01
1.025937e+00 1.500000e+00 -2.116098e-01
1.025937e+00 1.525000e+00 -2.139149e-01
1.025937e+00 1.550000e+00 -2.126954e-01
1.025937e+00 1.575000e+00 -2.080854e-01
1.025937e+00 1.600000e+00 -2.003301e-01
1.039219e+00 -1.600000e+00 -1.945053e-01
1.039219e+00 -1.575000e+00 -1.997308e-01
1.039219e+00 -1.550000e+00 -2.025088e-01
1.039219e+00 -1.525000e+00 -2.026123e-01
1.039219e+00 -1.500000e+00 -1.998756e-01
1.039219e+00 -1.475000e+00 -1.950935e-01
1.039219e+00 -1.450000e+00 -1.902670e-01
1.039219e+00 -1.425000e+00 -1.856453e-01
