ZONE I=129 J=129
1.756406e+00 4.500000e-01 -2.928356e-01
1.756406e+00 4.750000e-01 -2.858167e-01
1.756406e+00 5.000000e-01 -2.785752e-01
1.756406e+00 5.250000e-01 -2.711327e-01
1.756406e+00 5.500000e-01 -2.635114e-01
1.756406e+00 5.750000e-01 -2.557344e-01
1.756406e+00 6.000000e-01 -2.478250e-01
1.756406e+00 6.250000e-01 -2.398076e-01
1.756406e+00 6.500000e-01 -2.317065e-01
1.756406e+00 6.750000e-01 -2.235469e-01
1.756406e+00 7.000000e-01 -2.153541e-01
1.756406e+00 7.250000e-01 -2.071537e-01
1.756406e+00 7.500000e-01 -1.989714e-01
1.756406e+00 7.750000e-01 -1.908326e-01
1.756406e+00 8.000000e-01 -1.827624e-01
1.756406e+00 8.250000e-01 -1.747846e-01
1.756406e+00 8.500000e-01 -1.669216e-01
1.756406e+00 8.750000e-01 -1.591951e-01
1.756406e+00 9.000000e-01 -1.516323e-01
1.756406e+00 9.250000e-01 -1.444744e-01
1.756406e+00 9.500000e-01 -1.377081e-01
1.756406e+00 9.750000e-01 -1.313150e-01
1.756406e+00 1.000000e+00 -1.252752e-01
1.756406e+00 1.025000e+00 -1.195675e-01
1.756406e+00 1.050000e+00 -1.141702e-01
1.756406e+00 1.075000e+00 -1.090602e-01
1.756406e+00 1.100000e+00 -1.042134e-01
1.756406e+00 1.125000e+00 -9.960396e-02
1.756406e+00 1.150000e+00 -9.520429e-02
1.756406e+00 1.175000e+00 -9.098451e-02
1.756406e+00 1.200000e+00 -8.691226e-02
1.756406e+00 1.225000e+00 -8.295225e-02
1.756406e+00 1.250000e+00 -7.906587e-02
1.756406e+00 1.275000e+00 -7.521060e-02
1.756406e+00 1.300000e+00 -7.133927e-02
1.756406e+00 1.325000e+00 -6.739913e-02
1.756406e+00 1.350000e+00 -6.333057e-02
1.756406e+00 1.375000e+00 -5.906532e-02
1.756406e+00 1.400000e+00 -5.452403e-02
1.756406e+00 1.425000e+00 -4.961256e-02
1.756406e+00 1.450000e+00 -4.421581e-02
1.756406e+00 1.475000e+00 -3.818456e-02
1.756406e+00 1.500000e+00 -3.129472e-02
1.756406e+00 1.525000e+00 -2.310940e-02
1.756406e+00 1.550000e+00 -1.673262e-02
1.756406e+00 1.575000e+00 -1.347393e-02
1.756406e+00 1.600000e+00 -1.306271e-02
1.769688e+00 -1.600000e+00 -1.859644e-02
1.769688e+00 -1.575000e+00 -1.814291e-02
1.769688e+00 -1.550000e+00 -2.017098e-02
1.769688e+00 -1.525000e+00 -2.473507e-02
1.769688e+00 -1.500000e+00 -3.181014e-02
1.769688e+00 -1.475000e+00 -3.843131e-02
1.769688e+00 -1.450000e+00 -4.437741e-02
1.769688e+00 -1.425000e+00 -4.979257e-02
1.769688e+00 -1.400000e+00 -5.478444e-02
1.769688e+00 -1.375000e+00 -5.944546e-02
1.769688e+00 -1.350000e+00 -6.385692e-02
1.769688e+00 -1.325000e+00 -6.809074e-02
1.769688e+00 -1.300000e+00 -7.221082e-02
1.769688e+00 -1.275000e+00 -7.627422e-02
1.769688e+00 -1.250000e+00 -8.033211e-02
1.769688e+00 -1.225000e+00 -8.443069e-02
1.769688e+00 -1.200000e+00 -8.861180e-02
1.769688e+00 -1.175000e+00 -9.291351e-02
1.769688e+00 -1.150000e+00 -9.737056e-02
1.769688e+00 -1.125000e+00 -1.020147e-01
1.769688e+00 -1.100000e+00 -1.068753e-01
1.769688e+00 -1.075000e+00 -1.119790e-01
1.769688e+00 -1.050000e+00 -1.173509e-01
1.769688e+00 -1.025000e+00 -1.230141e-01
1.769688e+00 -1.000000e+00 -1.289906e-01
1.769688e+00 -9.750000e-01 -1.353013e-01
1.769688e+00 -9.500000e-01 -1.419666e-01
1.769688e+00 -9.250000e-01 -1.490081e-01
1.769688e+00 -9.000000e-01 -1.564616e-01
1.769688e+00 -8.750000e-01 -1.641363e-01
1.769688e+00 -8.500000e-01 -1.719618e-01
1.769688e+00 -8.250000e-01 -1.799074e-01
1.769688e+00 -8.000000e-01 -1.879491e-01
1.769688e+00 -7.750000e-01 -1.960638e-01
1.769688e+00 -7.500000e-01 -2.042280e-01
1.769688e+00 -7.250000e-01 -2.124174e-01
1.769688e+00 -7.000000e-01 -2.206076e-01
1.769688e+00 -6.750000e-01 -2.287739e-01
1.769688e+00 -6.500000e-01 -2.368918e-01
1.769688e+00 -6.250000e-01 -2.449367e-01
1.769688e+00 -6.000000e-01 -2.528844e-01
1.769688e+00 -5.750000e-01 -2.607112e-01
1.769688e+00 -5.500000e-01 -2.683938e-01
1.769688e+00 -5.250000e-01 -2.759091e-01
1.769688e+00 -5.000000e-01 -2.832350e-01
1.769688e+00 -4.750000e-01 -2.903498e-01
1.769688e+00 -4.500000e-01 -2.972323e-01
1.769688e+00 -4.250000e-01 -3.038624e-01
1.769688e+00 -4.000000e-01 -3.102202e-01
1.769688e+00 -3.750000e-01 -3.162870e-01
1.769688e+00 -3.500000e-01 -3.220445e-01
1.769688e+00 -3.250000e-01 -3.274756e-01
1.769688e+00 -3.000000e-01 -3.325639e-01
1.769688e+00 -2.750000e-01 -3.372938e-01
1.769688e+00 -2.500000e-01 -3.416509e-01
1.769688e+00 -2.250000e-01 -3.456217e-01
1.769688e+00 -2.000000e-01 -3.491938e-01
1.769688e+00 -1.750000e-01 -3.523561e-01
1.769688e+00 -1.500000e-01 -3.550984e-01
1.769688e+00 -1.250000e-01 -3.574119e-01
1.769688e+00 -1.000000e-01 -3.592890e-01
1.769688e+00 -7.500000e-02 -3.607236e-01
1.769688e+00 -5.000000e-02 -3.617107e-01
1.769688e+00 -2.500000e-02 -3.622467e-01
1.769688e+00 0.000000e+00 -3.623297e-01
1.769688e+00 2.500000e-02 -3.619589e-01
1.769688e+00 5.000000e-02 -3.611349e-01
1.769688e+00 7.500000e-02 -3.598600e-01
1.769688e+00 1.000000e-01 -3.581377e-01
1.769688e+00 1.250000e-01 -3.559729e-01
1.769688e+00 1.500000e-01 -3.533720e-01
1.769688e+00 1.750000e-01 -3.503426e-01
1.769688e+00 2.000000e-01 -3.468938e-01
1.769688e+00 2.250000e-01 -3.430357e-01
1.769688e+00 2.500000e-01 -3.387799e-01
1.769688e+00 2.750000e-01 -3.341390e-01
1.769688e+00 3.000000e-01 -3.291269e-01
1.769688e+00 3.250000e-01 -3.237585e-01
1.769688e+00 3.500000e-01 -3.180498e-01
1.769688e+00 3.750000e-01 -3.120176e-01
1.769688e+00 4.000000e-01 -3.056799e-01
1.769688e+00 4.250000e-01 -2.990555e-01
1.769688e+00 4.500000e-01 -2.921640e-01
1.769688e+00 4.750000e-01 -2.850260e-01
1.769688e+00 5.000000e-01 -2.776626e-01
1.769688e+00 5.250000e-01 -2.700960e-01
1.769688e+00 5.500000e-01 -2.623488e-01
1.769688e+00 5.750000e-01 -2.544445e-01
1.769688e+00 6.000000e-01 -2.464071e-01
1.769688e+00 6.250000e-01 -2.382613e-01
1.769688e+00 6.500000e-01 -2.300321e-01
1.769688e+00 6.750000e-01 -2.217453e-01
1.769688e+00 7.000000e-01 -2.134269e-01
1.769688e+00 7.250000e-01 -2.051031e-01
1.769688e+00 7.500000e-01 -1.968005e-01
1.769688e+00 7.750000e-01 -1.885454e-01
1.769688e+00 8.000000e-01 -1.803639e-01
1.769688e+00 8.250000e-01 -1.722808e-01
1.769688e+00 8.500000e-01 -1.643190e-01
1.769688e+00 8.750000e-01 -1.565003e-01
1.769688e+00 9.000000e-01 -1.489098e-01
1.769688e+00 9.250000e-01 -1.417435e-01
1.769688e+00 9.500000e-01 -1.349678e-01
1.769688e+00 9.750000e-01 -1.285625e-01
1.769688e+00 1.000000e+00 -1.225083e-01
1.769688e+00 1.025000e+00 -1.167853e-01
1.769688e+00 1.050000e+00 -1.113727e-01
1.769688e+00 1.075000e+00 -1.062484e-01
1.769688e+00 1.100000e+00 -1.013894e-01
1.769688e+00 1.125000e+00 -9.677049e-02
1.769688e+00 1.150000e+00 -9.236503e-02
1.769688e+00 1.175000e+00 -8.814400e-02
1.769688e+00 1.200000e+00 -8.407596e-02
1.769688e+00 1.225000e+00 -8.012672e-02
1.769688e+00 1.250000e+00 -7.625901e-02
1.769688e+00 1.275000e+00 -7.243211e-02
1.769688e+00 1.300000e+00 -6.860131e-02
1.769688e+00 1.325000e+00 -6.471735e-02
1.769688e+00 1.350000e+00 -6.072565e-02
1.769688e+00 1.375000e+00 -5.656537e-02
1.769688e+00 1.400000e+00 -5.216834e-02
1.769688e+00 1.425000e+00 -4.745772e-02
1.769688e+00 1.450000e+00 -4.234650e-02
1.769688e+00 1.475000e+00 -3.673461e-02
1.769688e+00 1.500000e+00 -3.049845e-02
1.769688e+00 1.525000e+00 -2.329546e-02
1.769688e+00 1.550000e+00 -1.784225e-02
1.769688e+00 1.575000e+00 -1.498969e-02
1.769688e+00 1.600000e+00 -1.462407e-02
1.782969e+00 -1.600000e+00 -2.081790e-02
1.782969e+00 -1.575000e+00 -2.040203e-02
1.782969e+00 -1.550000e+00 -2.216399e-02
1.782969e+00 -1.525000e+00 -2.604960e-02
1.782969e+00 -1.500000e+00 -3.157862e-02
1.782969e+00 -1.475000e+00 -3.732262e-02
1.782969e+00 -1.450000e+00 -4.273764e-02
1.782969e+00 -1.425000e+00 -4.779340e-02
1.782969e+00 -1.400000e+00 -5.253028e-02
1.782969e+00 -1.375000e+00 -5.700517e-02
1.782969e+00 -1.350000e+00 -6.127801e-02
1.782969e+00 -1.325000e+00 -6.540707e-02
1.782969e+00 -1.300000e+00 -6.944716e-02
1.782969e+00 -1.275000e+00 -7.344915e-02
1.782969e+00 -1.250000e+00 -7.745992e-02
1.782969e+00 -1.225000e+00 -8.152262e-02
1.782969e+00 -1.200000e+00 -8.567687e-02
1.782969e+00 -1.175000e+00 -8.995906e-02
1.782969e+00 -1.150000e+00 -9.440261e-02
1.782969e+00 -1.125000e+00 -9.903822e-02
1.782969e+00 -1.100000e+00 -1.038941e-01
1.782969e+00 -1.075000e+00 -1.089962e-01
1.782969e+00 -1.050000e+00 -1.143684e-01
1.782969e+00 -1.025000e+00 -1.200331e-01
1.782969e+00 -1.000000e+00 -1.260111e-01
1.782969e+00 -9.750000e-01 -1.323222e-01
1.782969e+00 -9.500000e-01 -1.389856e-01
1.782969e+00 -9.250000e-01 -1.460202e-01
1.782969e+00 -9.000000e-01 -1.534430e-01
1.782969e+00 -8.750000e-01 -1.612103e-01
1.782969e+00 -8.500000e-01 -1.691308e-01
1.782969e+00 -8.250000e-01 -1.771758e-01
1.782969e+00 -8.000000e-01 -1.853219e-01
1.782969e+00 -7.750000e-01 -1.935460e-01
1.782969e+00 -7.500000e-01 -2.018238e-01
1.782969e+00 -7.250000e-01 -2.101306e-01
1.782969e+00 -7.000000e-01 -2.184411e-01
1.782969e+00 -6.750000e-01 -2.267300e-01
1.782969e+00 -6.500000e-01 -2.349719e-01
1.782969e+00 -6.250000e-01 -2.431420e-01
1.782969e+00 -6.000000e-01 -2.512152e-01
1.782969e+00 -5.750000e-01 -2.591674e-01
1.782969e+00 -5.500000e-01 -2.669746e-01
1.782969e+00 -5.250000e-01 -2.746135e-01
1.782969e+00 -5.000000e-01 -2.820613e-01
1.782969e+00 -4.750000e-01 -2.892960e-01
1.782969e+00 -4.500000e-01 -2.962959e-01
1.782969e+00 -4.250000e-01 -3.030403e-01
1.782969e+00 -4.000000e-01 -3.095091e-01
1.782969e+00 -3.750000e-01 -3.156829e-01
1.782969e+00 -3.500000e-01 -3.215433e-01
1.782969e+00 -3.250000e-01 -3.270724e-01
1.782969e+00 -3.000000e-01 -3.322536e-01
1.782969e+00 -2.750000e-01 -3.370708e-01
1.782969e+00 -2.500000e-01 -3.415093e-01
1.782969e+00 -2.250000e-01 -3.455551e-01
1.782969e+00 -2.000000e-01 -3.491954e-01
1.782969e+00 -1.750000e-01 -3.524188e-01
1.782969e+00 -1.500000e-01 -3.552147e-01
1.782969e+00 -1.250000e-01 -3.575741e-01
1.782969e+00 -1.000000e-01 -3.594892e-01
1.782969e+00 -7.500000e-02 -3.609535e-01
1.782969e+00 -5.000000e-02 -3.619619e-01
1.782969e+00 -2.500000e-02 -3.625109e-01
1.782969e+00 0.000000e+00 -3.625982e-01
1.782969e+00 2.500000e-02 -3.622231e-01
1.782969e+00 5.000000e-02 -3.613863e-01
1.782969e+00 7.500000e-02 -3.600901e-01
1.782969e+00 1.000000e-01 -3.583382e-01
1.782969e+00 1.250000e-01 -3.561355e-01
1.782969e+00 1.500000e-01 -3.534888e-01
1.782969e+00 1.750000e-01 -3.504059e-01
1.782969e+00 2.000000e-01 -3.468960e-01
1.782969e+00 2.250000e-01 -3.429699e-01
1.782969e+00 2.500000e-01 -3.386393e-01
1.782969e+00 2.750000e-01 -3.339172e-01
1.782969e+00 3.000000e-01 -3.288180e-01
1.782969e+00 3.250000e-01 -3.233570e-01
1.782969e+00 3.500000e-01 -3.175505e-01
1.782969e+00 3.750000e-01 -3.114159e-01
1.782969e+00 4.000000e-01 -3.049716e-01
1.782969e+00 4.250000e-01 -2.982367e-01
1.782969e+00 4.500000e-01 -2.912315e-01
1.782969e+00 4.750000e-01 -2.839768e-01
1.782969e+00 5.000000e-01 -2.764944e-01
1.782969e+00 5.250000e-01 -2.688068e-01
1.782969e+00 5.500000e-01 -2.609371e-01
1.782969e+00 5.750000e-01 -2.529093e-01
1.782969e+00 6.000000e-01 -2.447479e-01
1.782969e+00 6.250000e-01 -2.364781e-01
1.782969e+00 6.500000e-01 -2.281255e-01
1.782969e+00 6.750000e-01 -2.197165e-01
1.782969e+00 7.000000e-01 -2.112776e-01
1.782969e+00 7.250000e-01 -2.028361e-01
1.782969e+00 7.500000e-01 -1.944191e-01
1.782969e+00 7.750000e-01 -1.860540e-01
1.782969e+00 8.000000e-01 -1.777681e-01
1.782969e+00 8.250000e-01 -1.695873e-01
1.782969e+00 8.500000e-01 -1.615344e-01
1.782969e+00 8.750000e-01 -1.536138e-01
1.782969e+00 9.000000e-01 -1.460467e-01
1.782969e+00 9.250000e-01 -1.388815e-01
1.782969e+00 9.500000e-01 -1.321019e-01
1.782969e+00 9.750000e-01 -1.256897e-01
1.782969e+00 1.000000e+00 -1.196268e-01
1.782969e+00 1.025000e+00 -1.138942e-01
1.782969e+00 1.050000e+00 -1.084724e-01
1.782969e+00 1.075000e+00 -1.033404e-01
1.782969e+00 1.100000e+00 -9.847594e-02
1.782969e+00 1.125000e+00 -9.385513e-02
1.782969e+00 1.150000e+00 -8.945205e-02
1.782969e+00 1.175000e+00 -8.523866e-02
1.782969e+00 1.200000e+00 -8.118454e-02
1.782969e+00 1.225000e+00 -7.725668e-02
1.782969e+00 1.250000e+00 -7.341931e-02
1.782969e+00 1.275000e+00 -6.963363e-02
1.782969e+00 1.300000e+00 -6.585760e-02
1.782969e+00 1.325000e+00 -6.204568e-02
1.782969e+00 1.350000e+00 -5.814863e-02
1.782969e+00 1.375000e+00 -5.411340e-02
1.782969e+00 1.400000e+00 -4.988342e-02
1.782969e+00 1.425000e+00 -4.539976e-02
1.782969e+00 1.450000e+00 -4.060434e-02
1.782969e+00 1.475000e+00 -3.544878e-02
1.782969e+00 1.500000e+00 -2.992389e-02
1.782969e+00 1.525000e+00 -2.425933e-02
1.782969e+00 1.550000e+00 -1.973037e-02
1.782969e+00 1.575000e+00 -1.724576e-02
1.782969e+00 1.600000e+00 -1.692879e-02
1.796250e+00 -1.600000e+00 -2.243315e-02
1.796250e+00 -1.575000e+00 -2.209799e-02
1.796250e+00 -1.550000e+00 -2.360699e-02
1.796250e+00 -1.525000e+00 -2.684775e-02
1.796250e+00 -1.500000e+00 -3.135984e-02
1.796250e+00 -1.475000e+00 -3.630650e-02
1.796250e+00 -1.450000e+00 -4.118886e-02
1.796250e+00 -1.425000e+00 -4.587001e-02
1.796250e+00 -1.400000e+00 -5.033354e-02
1.796250e+00 -1.375000e+00 -5.460380e-02
1.796250e+00 -1.350000e+00 -5.872044e-02
1.796250e+00 -1.325000e+00 -6.272840e-02
1.796250e+00 -1.300000e+00 -6.667349e-02
1.796250e+00 -1.275000e+00 -7.060034e-02
1.796250e+00 -1.250000e+00 -7.455143e-02
1.796250e+00 -1.225000e+00 -7.856676e-02
1.796250e+00 -1.200000e+00 -8.268364e-02
1.796250e+00 -1.175000e+00 -8.693670e-02
1.796250e+00 -1.150000e+00 -9.135798e-02
1.796250e+00 -1.125000e+00 -9.597697e-02
1.796250e+00 -1.100000e+00 -1.008208e-01
1.796250e+00 -1.075000e+00 -1.059144e-01
1.796250e+00 -1.050000e+00 -1.112808e-01
1.796250e+00 -1.025000e+00 -1.169410e-01
1.796250e+00 -1.000000e+00 -1.229149e-01
1.796250e+00 -9.750000e-01 -1.292211e-01
1.796250e+00 -9.500000e-01 -1.358771e-01
1.796250e+00 -9.250000e-01 -1.428999e-01
1.796250e+00 -9.000000e-01 -1.503042e-01
1.796250e+00 -8.750000e-01 -1.581011e-01
1.796250e+00 -8.500000e-01 -1.661100e-01
1.796250e+00 -8.250000e-01 -1.742468e-01
1.796250e+00 -8.000000e-01 -1.824896e-01
1.796250e+00 -7.750000e-01 -1.908159e-01
1.796250e+00 -7.500000e-01 -1.992007e-01
1.796250e+00 -7.250000e-01 -2.076185e-01
1.796250e+00 -7.000000e-01 -2.160433e-01
1.796250e+00 -6.750000e-01 -2.244491e-01
1.796250e+00 -6.500000e-01 -2.328099e-01
1.796250e+00 -6.250000e-01 -2.411000e-01
1.796250e+00 -6.000000e-01 -2.492942e-01
1.796250e+00 -5.750000e-01 -2.573675e-01
1.796250e+00 -5.500000e-01 -2.652955e-01
1.796250e+00 -5.250000e-01 -2.730544e-01
1.796250e+00 -5.000000e-01 -2.806210e-01
1.796250e+00 -4.750000e-01 -2.879726e-01
1.796250e+00 -4.500000e-01 -2.950873e-01
1.796250e+00 -4.250000e-01 -3.019438e-01
1.796250e+00 -4.000000e-01 -3.085217e-01
1.796250e+00 -3.750000e-01 -3.148010e-01
1.796250e+00 -3.500000e-01 -3.207629e-01
1.796250e+00 -3.250000e-01 -3.263891e-01
1.796250e+00 -3.000000e-01 -3.316624e-01
1.796250e+00 -2.750000e-01 -3.365664e-01
1.796250e+00 -2.500000e-01 -3.410858e-01
1.796250e+00 -2.250000e-01 -3.452063e-01
1.796250e+00 -2.000000e-01 -3.489147e-01
1.796250e+00 -1.750000e-01 -3.521991e-01
1.796250e+00 -1.500000e-01 -3.550488e-01
1.796250e+00 -1.250000e-01 -3.574542e-01
1.796250e+00 -1.000000e-01 -3.594074e-01
1.796250e+00 -7.500000e-02 -3.609016e-01
1.796250e+00 -5.000000e-02 -3.619316e-01
1.796250e+00 -2.500000e-02 -3.624936e-01
1.796250e+00 0.000000e+00 -3.625854e-01
1.796250e+00 2.500000e-02 -3.622061e-01
1.796250e+00 5.000000e-02 -3.613567e-01
1.796250e+00 7.500000e-02 -3.600393e-01
1.796250e+00 1.000000e-01 -3.582578e-01
1.796250e+00 1.250000e-01 -3.560174e-01
1.796250e+00 1.500000e-01 -3.533250e-01
1.796250e+00 1.750000e-01 -3.501888e-01
1.796250e+00 2.000000e-01 -3.466183e-01
1.796250e+00 2.250000e-01 -3.426245e-01
1.796250e+00 2.500000e-01 -3.382196e-01
1.796250e+00 2.750000e-01 -3.334171e-01
1.796250e+00 3.000000e-01 -3.282317e-01
1.796250e+00 3.250000e-01 -3.226791e-01
1.796250e+00 3.500000e-01 -3.167762e-01
1.796250e+00 3.750000e-01 -3.105407e-01
1.796250e+00 4.000000e-01 -3.039916e-01
1.796250e+00 4.250000e-01 -2.971485e-01
1.796250e+00 4.500000e-01 -2.900320e-01
1.796250e+00 4.750000e-01 -2.826635e-01
1.796250e+00 5.000000e-01 -2.750651e-01
1.796250e+00 5.250000e-01 -2.672600e-01
1.796250e+00 5.500000e-01 -2.592716e-01
1.796250e+00 5.750000e-01 -2.511244e-01
1.796250e+00 6.000000e-01 -2.428434e-01
1.796250e+00 6.250000e-01 -2.344544e-01
1.796250e+00 6.500000e-01 -2.259835e-01
1.796250e+00 6.750000e-01 -2.174576e-01
1.796250e+00 7.000000e-01 -2.089041e-01
1.796250e+00 7.250000e-01 -2.003507e-01
1.796250e+00 7.500000e-01 -1.918256e-01
1.796250e+00 7.750000e-01 -1.833571e-01
1.796250e+00 8.000000e-01 -1.749738e-01
1.796250e+00 8.250000e-01 -1.667035e-01
1.796250e+00 8.500000e-01 -1.585732e-01
1.796250e+00 8.750000e-01 -1.506055e-01
1.796250e+00 9.000000e-01 -1.430484e-01
1.796250e+00 9.250000e-01 -1.358888e-01
1.796250e+00 9.500000e-01 -1.291104e-01
1.796250e+00 9.750000e-01 -1.226965e-01
1.796250e+00 1.000000e+00 -1.166300e-01
1.796250e+00 1.025000e+00 -1.108934e-01
1.796250e+00 1.050000e+00 -1.054682e-01
1.796250e+00 1.075000e+00 -1.003347e-01
1.796250e+00 1.100000e+00 -9.547166e-02
1.796250e+00 1.125000e+00 -9.085622e-02
1.796250e+00 1.150000e+00 -8.646347e-02
1.796250e+00 1.175000e+00 -8.226638e-02
1.796250e+00 1.200000e+00 -7.823562e-02
1.796250e+00 1.225000e+00 -7.433945e-02
1.796250e+00 1.250000e+00 -7.054363e-02
1.796250e+00 1.275000e+00 -6.681139e-02
1.796250e+00 1.300000e+00 -6.310343e-02
1.796250e+00 1.325000e+00 -5.937803e-02
1.796250e+00 1.350000e+00 -5.559136e-02
1.796250e+00 1.375000e+00 -5.169816e-02
1.796250e+00 1.400000e+00 -4.765327e-02
1.796250e+00 1.425000e+00 -4.341494e-02
1.796250e+00 1.450000e+00 -3.895207e-02
1.796250e+00 1.475000e+00 -3.426173e-02
1.796250e+00 1.500000e+00 -2.941950e-02
1.796250e+00 1.525000e+00 -2.475095e-02
1.796250e+00 1.550000e+00 -2.104280e-02
1.796250e+00 1.575000e+00 -1.894765e-02
1.796250e+00 1.600000e+00 -1.867553e-02
1.809531e+00 -1.600000e+00 -2.354810e-02
1.809531e+00 -1.575000e+00 -2.327996e-02
1.809531e+00 -1.550000e+00 -2.456100e-02
1.809531e+00 -1.525000e+00 -2.727009e-02
1.809531e+00 -1.500000e+00 -3.103722e-02
1.809531e+00 -1.475000e+00 -3.531096e-02
1.809531e+00 -1.450000e+00 -3.968852e-02
1.809531e+00 -1.425000e+00 -4.399504e-02
1.809531e+00 -1.400000e+00 -4.817564e-02
1.809531e+00 -1.375000e+00 -5.222825e-02
1.809531e+00 -1.350000e+00 -5.617468e-02
1.809531e+00 -1.325000e+00 -6.004762e-02
1.809531e+00 -1.300000e+00 -6.388434e-02
1.809531e+00 -1.275000e+00 -6.772343e-02
1.809531e+00 -1.250000e+00 -7.160307e-02
1.809531e+00 -1.225000e+00 -7.556010e-02
1.809531e+00 -1.200000e+00 -7.962953e-02
1.809531e+00 -1.175000e+00 -8.384418e-02
1.809531e+00 -1.150000e+00 -8.823465e-02
1.809531e+00 -1.125000e+00 -9.282922e-02
1.809531e+00 -1.100000e+00 -9.765389e-02
1.809531e+00 -1.075000e+00 -1.027325e-01
1.809531e+00 -1.050000e+00 -1.080869e-01
1.809531e+00 -1.025000e+00 -1.137371e-01
1.809531e+00 -1.000000e+00 -1.197016e-01
1.809531e+00 -9.750000e-01 -1.259977e-01
1.809531e+00 -9.500000e-01 -1.326416e-01
1.809531e+00 -9.250000e-01 -1.396484e-01
1.809531e+00 -9.000000e-01 -1.470309e-01
1.809531e+00 -8.750000e-01 -1.547949e-01
1.809531e+00 -8.500000e-01 -1.629010e-01
1.809531e+00 -8.250000e-01 -1.711206e-01
1.809531e+00 -8.000000e-01 -1.794518e-01
1.809531e+00 -7.750000e-01 -1.878726e-01
1.809531e+00 -7.500000e-01 -1.963573e-01
1.809531e+00 -7.250000e-01 -2.048793e-01
1.809531e+00 -7.000000e-01 -2.134120e-01
1.809531e+00 -6.750000e-01 -2.219286e-01
1.809531e+00 -6.500000e-01 -2.304026e-01
1.809531e+00 -6.250000e-01 -2.388076e-01
1.809531e+00 -6.000000e-01 -2.471176e-01
1.809531e+00 -5.750000e-01 -2.553074e-01
1.809531e+00 -5.500000e-01 -2.633519e-01
1.809531e+00 -5.250000e-01 -2.712268e-01
1.809531e+00 -5.000000e-01 -2.789085e-01
1.809531e+00 -4.750000e-01 -2.863739e-01
1.809531e+00 -4.500000e-01 -2.936006e-01
1.809531e+00 -4.250000e-01 -3.005668e-01
1.809531e+00 -4.000000e-01 -3.072515e-01
1.809531e+00 -3.750000e-01 -3.136346e-01
1.809531e+00 -3.500000e-01 -3.196964e-01
1.809531e+00 -3.250000e-01 -3.254184e-01
1.809531e+00 -3.000000e-01 -3.307828e-01
1.809531e+00 -2.750000e-01 -3.357728e-01
1.809531e+00 -2.500000e-01 -3.403726e-01
1.809531e+00 -2.250000e-01 -3.445675e-01
1.809531e+00 -2.000000e-01 -3.483438e-01
1.809531e+00 -1.750000e-01 -3.516892e-01
1.809531e+00 -1.500000e-01 -3.545925e-01
1.809531e+00 -1.250000e-01 -3.570441e-01
1.809531e+00 -1.000000e-01 -3.590355e-01
1.809531e+00 -7.500000e-02 -3.605597e-01
1.809531e+00 -5.000000e-02 -3.616114e-01
1.809531e+00 -2.500000e-02 -3.621866e-01
1.809531e+00 0.000000e+00 -3.622830e-01
1.809531e+00 2.500000e-02 -3.618998e-01
1.809531e+00 5.000000e-02 -3.610378e-01
1.809531e+00 7.500000e-02 -3.596993e-01
1.809531e+00 1.000000e-01 -3.578884e-01
1.809531e+00 1.250000e-01 -3.556106e-01
1.809531e+00 1.500000e-01 -3.528727e-01
1.809531e+00 1.750000e-01 -3.496835e-01
1.809531e+00 2.000000e-01 -3.460527e-01
1.809531e+00 2.250000e-01 -3.419918e-01
1.809531e+00 2.500000e-01 -3.375133e-01
1.809531e+00 2.750000e-01 -3.326312e-01
1.809531e+00 3.000000e-01 -3.273606e-01
1.809531e+00 3.250000e-01 -3.217177e-01
1.809531e+00 3.500000e-01 -3.157198e-01
1.809531e+00 3.750000e-01 -3.093854e-01
1.809531e+00 4.000000e-01 -3.027336e-01
1.809531e+00 4.250000e-01 -2.957847e-01
1.809531e+00 4.500000e-01 -2.885597e-01
1.809531e+00 4.750000e-01 -2.810804e-01
1.809531e+00 5.000000e-01 -2.733697e-01
1.809531e+00 5.250000e-01 -2.654507e-01
1.809531e+00 5.500000e-01 -2.573478e-01
1.809531e+00 5.750000e-01 -2.490858e-01
1.809531e+00 6.000000e-01 -2.406902e-01
1.809531e+00 6.250000e-01 -2.321872e-01
1.809531e+00 6.500000e-01 -2.236035e-01
1.809531e+00 6.750000e-01 -2.149666e-01
1.809531e+00 7.000000e-01 -2.063044e-01
1.809531e+00 7.250000e-01 -1.976454e-01
1.809531e+00 7.500000e-01 -1.890188e-01
1.809531e+00 7.750000e-01 -1.804538e-01
1.809531e+00 8.000000e-01 -1.719802e-01
1.809531e+00 8.250000e-01 -1.636280e-01
1.809531e+00 8.500000e-01 -1.554294e-01
1.809531e+00 8.750000e-01 -1.474586e-01
1.809531e+00 9.000000e-01 -1.399151e-01
1.809531e+00 9.250000e-01 -1.327658e-01
1.809531e+00 9.500000e-01 -1.259935e-01
1.809531e+00 9.750000e-01 -1.195826e-01
1.809531e+00 1.000000e+00 -1.135176e-01
1.809531e+00 1.025000e+00 -1.077821e-01
1.809531e+00 1.050000e+00 -1.023590e-01
1.809531e+00 1.075000e+00 -9.722998e-02
1.809531e+00 1.100000e+00 -9.237487e-02
1.809531e+00 1.125000e+00 -8.777188e-02
1.809531e+00 1.150000e+00 -8.339720e-02
1.809531e+00 1.175000e+00 -7.922484e-02
1.809531e+00 1.200000e+00 -7.522661e-02
1.809531e+00 1.225000e+00 -7.137205e-02
1.809531e+00 1.250000e+00 -6.762850e-02
