0.276651	0.278062	0.283256	0.288604	0.294332	0.300586	0.307465	0.315006	0.323181	0.331917	0.341132	0.350770	0.361019	0.366016	0.337413	0.278005	0.208299	0.151655	0.123627	0.125575	0.149131	0.193121	0.238991	0.219899	0.160452	0.120114	0.089326	0.068697	0.061431	0.068761	0.086157	0.108796	0.134356	0.162149	0.192305	0.225418	0.262469	0.304923	0.354897	0.422199	0.458237	0.428687	0.387619	0.360669	0.340886	0.326389	0.315921	0.308662	0.304090	0.301892	0.301908	0.304106	0.308573	0.315518	0.325289	0.338393	0.355880	0.381215	0.368483	0.322240	0.283988	0.241928	0.206513	0.176482	0.139296	0.106539	0.077095	0.039022	0.014414	0.041427	0.083854	0.086090	0.057054	0.037650	0.021656	0.008721	0.005045	0.013505	0.021470	0.028387	0.034370	0.039555	0.044059	0.047986	0.051421	0.054434	0.057088	0.059431	0.061505	0.063345	0.064978	0.066430	0.067718	0.068859	0.069867	0.070753	0.071525	0.072191	0.072757	0.073229	0.073610	0.073905	0.074115	0.074244	0.074293	0.074264	0.074158	0.073978	0.073724	0.073398	0.073001	0.072535	0.072002	0.071404	0.070742	0.070021	0.069241	0.068407	0.067522	0.066588	0.065611	0.064594	0.063541	0.062457	0.061345	0.060211	0.059058	0.057894	0.057028	
0.285813	0.288022	0.295231	0.303003	0.311404	0.320468	0.330154	0.340334	0.350835	0.361497	0.372204	0.384209	0.375406	0.333612	0.267778	0.203502	0.142946	0.098241	0.074059	0.066801	0.094034	0.143020	0.195334	0.194193	0.163469	0.152066	0.147983	0.149090	0.154153	0.162419	0.173402	0.186767	0.202326	0.220083	0.240238	0.263167	0.289447	0.319975	0.356281	0.408705	0.435128	0.406508	0.370942	0.348749	0.332414	0.320391	0.311755	0.305925	0.302536	0.301380	0.302376	0.305553	0.311046	0.319100	0.330074	0.344426	0.363218	0.387861	0.376637	0.331002	0.290038	0.249098	0.212976	0.180145	0.144176	0.110715	0.078706	0.043157	0.021429	0.047858	0.087945	0.089195	0.061281	0.041172	0.024713	0.011823	0.007161	0.013995	0.021863	0.028924	0.035110	0.040513	0.045240	0.049388	0.053038	0.056259	0.059110	0.061640	0.063888	0.065889	0.067671	0.069258	0.070669	0.071920	0.073025	0.073994	0.074837	0.075562	0.076174	0.076679	0.077082	0.077385	0.077591	0.077704	0.077725	0.077657	0.077501	0.077261	0.076936	0.076531	0.076047	0.075486	0.074852	0.074147	0.073375	0.072540	0.071644	0.070692	0.069688	0.068638	0.067545	0.066413	0.065249	0.064057	0.062842	0.061607	0.060359	0.059105	0.058167	
0.293094	0.295916	0.304972	0.315213	0.326664	0.339366	0.353150	0.367491	0.382361	0.396961	0.405266	0.361350	0.290324	0.232097	0.162812	0.098463	0.037258	0.039655	0.045853	0.030789	0.064646	0.107111	0.151495	0.191491	0.215062	0.231962	0.245241	0.256283	0.265906	0.274623	0.282791	0.290715	0.298690	0.306986	0.315813	0.325299	0.335468	0.346170	0.356914	0.365713	0.363022	0.349859	0.334423	0.321621	0.311532	0.303866	0.298370	0.294858	0.293206	0.293358	0.295328	0.299202	0.305154	0.313463	0.324544	0.338993	0.358168	0.383714	0.375131	0.334753	0.299487	0.265098	0.235843	0.209216	0.180677	0.155767	0.132486	0.109527	0.094726	0.091757	0.105731	0.100184	0.073374	0.054508	0.040566	0.031555	0.027738	0.028412	0.031746	0.036133	0.040719	0.045136	0.049245	0.053007	0.056422	0.059513	0.062304	0.064824	0.067098	0.069149	0.070998	0.072664	0.074160	0.075501	0.076698	0.077759	0.078691	0.079503	0.080197	0.080779	0.081252	0.081619	0.081881	0.082040	0.082100	0.082059	0.081922	0.081688	0.081360	0.080940	0.080430	0.079832	0.079150	0.078387	0.077546	0.076631	0.075647	0.074599	0.073492	0.072330	0.071120	0.069867	0.068577	0.067255	0.065908	0.064541	0.063159	0.061773	0.060706	
0.298134	0.301128	0.311392	0.323690	0.338233	0.355525	0.375748	0.398385	0.413715	0.386074	0.326294	0.262355	0.199869	0.138606	0.080922	0.059798	0.088366	0.120085	0.111609	0.098468	0.104729	0.121937	0.144017	0.165856	0.185099	0.200726	0.213442	0.224049	0.233191	0.241358	0.248914	0.256121	0.263153	0.270108	0.277016	0.283817	0.290325	0.296161	0.300651	0.302821	0.302128	0.298851	0.294254	0.289447	0.285135	0.281701	0.279330	0.278114	0.278113	0.279382	0.281993	0.286053	0.291722	0.299242	0.308987	0.321580	0.338643	0.365505	0.365397	0.339213	0.320562	0.298992	0.281005	0.266144	0.247063	0.229747	0.214222	0.195553	0.177317	0.159973	0.144586	0.119431	0.092141	0.074073	0.061209	0.052650	0.047772	0.045884	0.046176	0.047867	0.050340	0.053182	0.056139	0.059064	0.061878	0.064539	0.067028	0.069342	0.071483	0.073455	0.075268	0.076928	0.078443	0.079820	0.081066	0.082186	0.083184	0.084063	0.084827	0.085477	0.086015	0.086442	0.086759	0.086967	0.087065	0.087055	0.086937	0.086712	0.086381	0.085945	0.085406	0.084767	0.084031	0.083200	0.082280	0.081273	0.080186	0.079024	0.077793	0.076498	0.075148	0.073747	0.072305	0.070827	0.069320	0.067792	0.066250	0.064703	0.063477	
0.299450	0.302125	0.312496	0.325614	0.341978	0.362840	0.395627	0.415409	0.377494	0.310027	0.257682	0.192726	0.137900	0.120840	0.130951	0.159153	0.173917	0.163497	0.145423	0.136171	0.134824	0.139349	0.147435	0.157213	0.167511	0.177403	0.186466	0.194643	0.202040	0.208816	0.215130	0.221114	0.226864	0.232432	0.237823	0.242983	0.247792	0.252070	0.255593	0.258172	0.259714	0.260189	0.259843	0.259100	0.258330	0.257815	0.257755	0.258293	0.259531	0.261550	0.264421	0.268218	0.273018	0.278914	0.286010	0.294419	0.304166	0.314035	0.321319	0.318745	0.312313	0.303941	0.293221	0.282616	0.270997	0.257007	0.243062	0.227467	0.208246	0.187331	0.161391	0.130399	0.108337	0.092059	0.080087	0.071578	0.065925	0.062594	0.061081	0.060914	0.061689	0.063084	0.064857	0.066840	0.068915	0.071007	0.073063	0.075053	0.076956	0.078761	0.080461	0.082053	0.083535	0.084907	0.086169	0.087322	0.088365	0.089298	0.090121	0.090833	0.091433	0.091921	0.092293	0.092551	0.092691	0.092713	0.092615	0.092399	0.092063	0.091608	0.091036	0.090348	0.089547	0.088636	0.087621	0.086504	0.085294	0.083995	0.082615	0.081161	0.079642	0.078065	0.076440	0.074774	0.073078	0.071358	0.069623	0.067887	0.066466	
0.295875	0.297570	0.306353	0.318005	0.333098	0.352741	0.382574	0.392983	0.341709	0.267267	0.213589	0.178099	0.170514	0.185021	0.200816	0.195609	0.179339	0.165808	0.156714	0.150583	0.147746	0.147925	0.150443	0.154545	0.159562	0.164982	0.170459	0.175802	0.180935	0.185848	0.190567	0.195126	0.199558	0.203875	0.208070	0.212110	0.215937	0.219476	0.222646	0.225381	0.227646	0.229461	0.230913	0.232135	0.233277	0.234481	0.235868	0.237535	0.239556	0.241985	0.244860	0.248199	0.251996	0.256212	0.260749	0.265400	0.269777	0.273220	0.274609	0.273772	0.270276	0.264656	0.257480	0.248728	0.238683	0.227534	0.214908	0.200896	0.185591	0.168657	0.150835	0.133798	0.118231	0.105314	0.095055	0.087201	0.081448	0.077484	0.075002	0.073707	0.073330	0.073640	0.074447	0.075599	0.076979	0.078502	0.080101	0.081731	0.083356	0.084953	0.086503	0.087993	0.089414	0.090757	0.092018	0.093190	0.094269	0.095252	0.096133	0.096909	0.097576	0.098129	0.098565	0.098880	0.099069	0.099130	0.099060	0.098856	0.098518	0.098044	0.097434	0.096690	0.095815	0.094811	0.093683	0.092436	0.091078	0.089615	0.088056	0.086410	0.084687	0.082897	0.081051	0.079159	0.077233	0.075282	0.073317	0.071355	0.069696	
0.287558	0.287424	0.292526	0.300166	0.311160	0.326651	0.352447	0.357413	0.305671	0.243673	0.215645	0.208131	0.214589	0.213434	0.197664	0.183632	0.173134	0.164637	0.157922	0.153040	0.149980	0.148609	0.148681	0.149886	0.151913	0.154488	0.157399	0.160495	0.163685	0.166917	0.170170	0.173438	0.176718	0.180008	0.183296	0.186560	0.189769	0.192887	0.195876	0.198702	0.201350	0.203820	0.206139	0.208352	0.210512	0.212680	0.214909	0.217245	0.219721	0.222358	0.225156	0.228096	0.231133	0.234185	0.237120	0.239744	0.241788	0.242915	0.242815	0.241341	0.238431	0.234095	0.228419	0.221505	0.213445	0.204314	0.194186	0.183158	0.171395	0.159184	0.146968	0.135211	0.124291	0.114592	0.106345	0.099598	0.094288	0.090289	0.087441	0.085576	0.084524	0.084129	0.084254	0.084777	0.085599	0.086641	0.087837	0.089136	0.090498	0.091891	0.093291	0.094676	0.096032	0.097345	0.098604	0.099798	0.100920	0.101960	0.102911	0.103765	0.104513	0.105149	0.105665	0.106054	0.106310	0.106425	0.106395	0.106215	0.105881	0.105391	0.104744	0.103940	0.102980	0.101868	0.100609	0.099207	0.097672	0.096012	0.094237	0.092358	0.090388	0.088339	0.086224	0.084057	0.081852	0.079622	0.077379	0.075144	0.073193	
0.276316	0.273201	0.272017	0.272713	0.276878	0.286290	0.307068	0.313604	0.270415	0.229307	0.222051	0.220781	0.206019	0.191581	0.181136	0.172394	0.164867	0.158504	0.153290	0.149211	0.146229	0.144269	0.143219	0.142942	0.143291	0.144133	0.145350	0.146854	0.148582	0.150491	0.152558	0.154768	0.157113	0.159586	0.162173	0.164861	0.167627	0.170448	0.173297	0.176148	0.178983	0.181788	0.184560	0.187302	0.190026	0.192743	0.195466	0.198205	0.200961	0.203728	0.206485	0.209198	0.211812	0.214249	0.216406	0.218153	0.219339	0.219807	0.219417	0.218067	0.215700	0.212303	0.207895	0.202523	0.196251	0.189159	0.181344	0.172936	0.164100	0.155050	0.146034	0.137310	0.129123	0.121676	0.115114	0.109513	0.104884	0.101193	0.098370	0.096326	0.094965	0.094186	0.093895	0.094005	0.094438	0.095127	0.096016	0.097055	0.098206	0.099435	0.100713	0.102018	0.103330	0.104633	0.105909	0.107147	0.108333	0.109455	0.110502	0.111460	0.112320	0.113068	0.113695	0.114189	0.114539	0.114735	0.114769	0.114633	0.114320	0.113825	0.113145	0.112279	0.111228	0.109993	0.108581	0.106997	0.105251	0.103353	0.101315	0.099153	0.096880	0.094513	0.092068	0.089564	0.087017	0.084445	0.081864	0.079296	0.076985	
0.266700	0.258909	0.247472	0.236718	0.230000	0.229949	0.242847	0.243101	0.223260	0.211350	0.201232	0.188116	0.179230	0.171833	0.165230	0.159310	0.154027	0.149374	0.145354	0.141974	0.139223	0.137077	0.135493	0.134418	0.133792	0.133555	0.133658	0.134058	0.134726	0.135643	0.136798	0.138184	0.139797	0.141633	0.143683	0.145935	0.148372	0.150972	0.153709	0.156559	0.159493	0.162489	0.165525	0.168584	0.171651	0.174713	0.177758	0.180772	0.183738	0.186634	0.189429	0.192083	0.194548	0.196759	0.198643	0.200117	0.201090	0.201474	0.201193	0.200185	0.198413	0.195862	0.192542	0.188483	0.183734	0.178365	0.172462	0.166135	0.159514	0.152747	0.145997	0.139427	0.133192	0.127423	0.122224	0.117662	0.113768	0.110546	0.107971	0.106002	0.104588	0.103669	0.103183	0.103072	0.103279	0.103752	0.104444	0.105316	0.106330	0.107455	0.108665	0.109936	0.111246	0.112576	0.113909	0.115229	0.116519	0.117764	0.118949	0.120059	0.121076	0.121986	0.122772	0.123418	0.123909	0.124230	0.124367	0.124308	0.124044	0.123565	0.122866	0.121943	0.120795	0.119424	0.117836	0.116037	0.114038	0.111852	0.109495	0.106984	0.104337	0.101577	0.098724	0.095801	0.092830	0.089835	0.086836	0.083861	0.081102	
0.272116	0.259371	0.230065	0.196750	0.170563	0.161068	0.162578	0.169395	0.171331	0.165982	0.162344	0.159318	0.156085	0.152697	0.149221	0.145738	0.142329	0.139066	0.136014	0.133221	0.130720	0.128531	0.126659	0.125099	0.123845	0.122884	0.122208	0.121812	0.121694	0.121859	0.122311	0.123057	0.124103	0.125448	0.127091	0.129020	0.131219	0.133667	0.136336	0.139194	0.142209	0.145348	0.148578	0.151867	0.155186	0.158507	0.161804	0.165049	0.168214	0.171268	0.174179	0.176906	0.179406	0.181631	0.183527	0.185037	0.186105	0.186676	0.186705	0.186154	0.185003	0.183242	0.180881	0.177943	0.174470	0.170516	0.166151	0.161460	0.156539	0.151495	0.146440	0.141484	0.136735	0.132283	0.128207	0.124562	0.121385	0.118692	0.116483	0.114742	0.113446	0.112560	0.112050	0.111875	0.111998	0.112380	0.112987	0.113787	0.114748	0.115845	0.117053	0.118349	0.119713	0.121127	0.122571	0.124028	0.125480	0.126910	0.128298	0.129625	0.130871	0.132014	0.133032	0.133903	0.134605	0.135117	0.135418	0.135491	0.135320	0.134894	0.134201	0.133234	0.131992	0.130474	0.128685	0.126633	0.124332	0.121797	0.119047	0.116105	0.112994	0.109742	0.106376	0.102927	0.099425	0.095899	0.092378	0.088896	0.085579	
