ZONE T="ZONE2", I=	6, J=	19, F=POINT
1.016000	-1.250035
1.016000	-1.239138
1.016000	-1.228245
1.016000	-1.217540
1.016000	-1.206915
1.016000	-1.196413
1.046414	-1.247948
1.046268	-1.236913
1.046113	-1.225878
1.045936	-1.214863
1.045734	-1.203858
1.045502	-1.192932
1.077103	-1.246136
1.076813	-1.234679
1.076461	-1.223199
1.076016	-1.211567
1.075486	-1.199956
1.074841	-1.188278
1.107672	-1.245274
1.107358	-1.233087
1.106870	-1.220768
1.106164	-1.208189
1.105237	-1.195569
1.104043	-1.182825
1.137608	-1.246139
1.137564	-1.232900
1.137172	-1.219347
1.136345	-1.205389
1.135012	-1.191136
1.133142	-1.176846
1.166877	-1.249657
1.168005	-1.235130
1.168376	-1.219995
1.167676	-1.203946
1.165569	-1.187173
1.162142	-1.170405
1.189970	-1.255009
1.192796	-1.240009
1.194971	-1.223737
1.195879	-1.205218
1.194597	-1.184912
1.191064	-1.163619
1.206480	-1.260916
1.210984	-1.246266
1.215463	-1.229613
1.219317	-1.209891
1.221159	-1.185897
1.220010	-1.156940
1.214023	-1.264339
1.219330	-1.250302
1.225296	-1.233671
1.231512	-1.214510
1.238251	-1.189699
1.248815	-1.149753
1.216051	-1.265409
1.221681	-1.251409
1.228184	-1.235180
1.235780	-1.216576
1.246251	-1.193371
1.277264	-1.141198
1.223535	-1.269558
1.230056	-1.255985
1.237605	-1.240646
1.246341	-1.223440
1.258013	-1.201389
1.282508	-1.166286
1.226388	-1.271333
1.233267	-1.257953
1.241185	-1.243211
1.250723	-1.226545
1.264024	-1.206234
1.290257	-1.190643
1.234467	-1.276802
1.242240	-1.264235
1.251121	-1.251219
1.262638	-1.236948
1.277761	-1.223494
1.298675	-1.214847
1.246345	-1.285624
1.254577	-1.275134
1.264715	-1.264049
1.276428	-1.253761
1.290848	-1.244898
1.306930	-1.239111
1.250642	-1.289240
1.262193	-1.282328
1.274400	-1.276075
1.287788	-1.270542
1.301686	-1.266236
1.315348	-1.263319
1.265093	-1.303663
1.276534	-1.299272
1.288493	-1.295333
1.300442	-1.292059
1.312294	-1.289454
1.323849	-1.287498
1.279694	-1.320692
1.290772	-1.318208
1.301544	-1.316093
1.312080	-1.314313
1.322391	-1.312844
1.332365	-1.311672
1.293931	-1.339640
1.304056	-1.338620
1.313712	-1.337751
1.323083	-1.337004
1.332196	-1.336370
1.340875	-1.335848
1.307426	-1.360000
1.316567	-1.360000
1.325252	-1.360000
1.333665	-1.360000
1.341702	-1.360000
1.349454	-1.360000
