ZONE T="ZONE7", I=	52, J=	81, F=POINT
1.823210	-0.027686
1.862891	-0.030164
1.887365	-0.031434
1.906513	-0.032365
1.922810	-0.033124
1.937228	-0.033774
1.950254	-0.034347
1.962224	-0.034863
1.973376	-0.035337
1.983883	-0.035778
1.993739	-0.036187
2.003091	-0.036572
2.012087	-0.036940
2.020709	-0.037290
2.028945	-0.037623
2.036972	-0.037947
2.044684	-0.038257
2.052186	-0.038558
2.059489	-0.038850
2.066558	-0.039133
2.073513	-0.039411
2.080231	-0.039680
2.086876	-0.039946
2.093311	-0.040204
2.099680	-0.040459
2.105883	-0.040709
2.112005	-0.040956
2.118019	-0.041199
2.123925	-0.041438
2.129779	-0.041676
2.135491	-0.041910
2.141187	-0.042143
2.146752	-0.042373
2.152288	-0.042602
2.157749	-0.042829
2.163136	-0.043055
2.168503	-0.043280
2.173769	-0.043504
2.179020	-0.043727
2.184215	-0.043951
2.189355	-0.044173
2.194480	-0.044396
2.199539	-0.044619
2.204581	-0.044842
2.209595	-0.045067
2.214554	-0.045291
2.219509	-0.045517
2.224429	-0.045744
2.229322	-0.045972
2.234207	-0.046202
2.239061	-0.046434
2.243903	-0.046668
1.813472	-0.048004
1.854950	-0.060126
1.880018	-0.065819
1.899609	-0.069886
1.916201	-0.073123
1.930689	-0.075823
1.943650	-0.078153
1.955605	-0.080239
1.966704	-0.082127
1.977089	-0.083858
1.986956	-0.085472
1.996396	-0.086991
2.005307	-0.088406
2.013878	-0.089750
2.022176	-0.091037
2.030116	-0.092256
2.037860	-0.093435
2.045330	-0.094563
2.052590	-0.095652
2.059687	-0.096709
2.066555	-0.097728
2.073321	-0.098726
2.079872	-0.099689
2.086316	-0.100632
2.092573	-0.101546
2.098743	-0.102444
2.104794	-0.103323
2.110732	-0.104184
2.116611	-0.105036
2.122341	-0.105865
2.128055	-0.106691
2.133622	-0.107496
2.139162	-0.108298
2.144618	-0.109087
2.149998	-0.109867
2.155354	-0.110643
2.160597	-0.111405
2.165827	-0.112166
2.170993	-0.112919
2.176099	-0.113666
2.181188	-0.114411
2.186203	-0.115149
2.191197	-0.115885
2.196162	-0.116619
2.201061	-0.117346
2.205955	-0.118076
2.210809	-0.118802
2.215627	-0.119526
2.220435	-0.120251
2.225206	-0.120975
2.229958	-0.121699
2.234698	-0.122424
1.796410	-0.060619
1.840773	-0.087653
1.866698	-0.098941
1.886189	-0.106576
1.902725	-0.112600
1.917329	-0.117633
1.930524	-0.121986
1.942570	-0.125820
1.953631	-0.129236
1.963973	-0.132349
1.973810	-0.135245
1.983236	-0.137965
1.992125	-0.140484
2.000678	-0.142870
2.008966	-0.145149
2.016891	-0.147300
2.024621	-0.149373
2.032018	-0.151336
2.039185	-0.153219
2.046188	-0.155042
2.052976	-0.156795
2.059652	-0.158506
2.066132	-0.160156
2.072514	-0.161770
2.078742	-0.163336
2.084862	-0.164867
2.090883	-0.166365
2.096767	-0.167823
2.102616	-0.169265
2.108288	-0.170660
2.113949	-0.172046
2.119477	-0.173396
2.124956	-0.174730
2.130341	-0.176039
2.135615	-0.177317
2.140872	-0.178590
2.146030	-0.179836
2.151154	-0.181073
2.156240	-0.182300
2.161232	-0.183503
2.166217	-0.184704
2.171142	-0.185890
