-1.141198	-1.141198	1.107530	1.107530	-1.141198	-1.141198	1.107530	1.107530	
-1.114131	-1.086775	1.061050	1.092756	-1.149753	-1.160670	1.113456	1.128101	
-1.086362	-1.032412	1.014098	1.074882	-1.156940	-1.179912	1.122508	1.148672	
-1.056511	-0.977958	0.967027	1.056385	-1.163619	-1.198519	1.130316	1.169303	
-1.023954	-0.923492	0.919835	1.036095	-1.170405	-1.217388	1.137764	1.189955	
-0.988199	-0.869075	0.872605	1.013508	-1.176846	-1.236219	1.145021	1.210605	
-0.948344	-0.814764	0.825382	0.988832	-1.182825	-1.255019	1.151792	1.231227	
-0.904344	-0.760557	0.778221	0.961904	-1.188278	-1.273789	1.157897	1.251838	
-0.856287	-0.706449	0.731108	0.932550	-1.192932	-1.292551	1.163344	1.272455	
-0.804336	-0.652423	0.684038	0.900838	-1.196413	-1.311314	1.167324	1.293067	
-0.748930	-0.598455	0.637017	0.866860	0.000000	-1.330081	0.000000	1.313665	
-0.690168	-0.544548	0.590042	0.830515	0.000000	-1.348830	0.000000	1.334293	
-0.628063	-0.490700	0.543109	0.792185	0.000000	-1.367575	0.000000	1.354917	
-0.562682	-0.436883	0.496222	0.751977	0.000000	-1.386322	0.000000	1.375547	
-0.494228	-0.383068	0.449378	0.709984	0.000000	-1.405122	0.000000	1.396193	
-0.423436	-0.329195	0.402559	0.666056	0.000000	-1.423950	0.000000	1.416869	
-0.350836	-0.275172	0.355738	0.620219	0.000000	-1.442811	0.000000	1.437571	
-0.276935	-0.220883	0.308858	0.572492	0.000000	-1.461732	0.000000	1.458312	
-0.201780	-0.166256	0.261819	0.523012	0.000000	-1.480775	0.000000	1.479106	
-0.125296	-0.111299	0.214526	0.471934	0.000000	-1.500000	0.000000	1.500000	
-0.047624	-0.056066	0.166921	0.419544	0.000000	0.000000	0.000000	0.000000	
0.030638	-0.000676	0.118972	0.366172	0.000000	0.000000	0.000000	0.000000	
0.108490	0.054711	0.070754	0.312020	0.000000	0.000000	0.000000	0.000000	
0.185204	0.109933	0.022368	0.257183	0.000000	0.000000	0.000000	0.000000	
0.260511	0.164834	-0.026075	0.201618	0.000000	0.000000	0.000000	0.000000	
0.334462	0.219316	-0.074456	0.145287	0.000000	0.000000	0.000000	0.000000	
0.406976	0.273414	-0.122688	0.088196	0.000000	0.000000	0.000000	0.000000	
0.477697	0.327207	-0.170665	0.030587	0.000000	0.000000	0.000000	0.000000	
0.545868	0.380819	-0.218368	-0.027263	0.000000	0.000000	0.000000	0.000000	
0.610900	0.434350	-0.265813	-0.084911	0.000000	0.000000	0.000000	0.000000	
0.672406	0.487858	-0.313045	-0.142042	0.000000	0.000000	0.000000	0.000000	
0.730168	0.541363	-0.360153	-0.198465	0.000000	0.000000	0.000000	0.000000	
0.784324	0.594861	-0.407212	-0.254179	0.000000	0.000000	0.000000	0.000000	
0.834927	0.648339	-0.454280	-0.309198	0.000000	0.000000	0.000000	0.000000	
0.881241	0.701777	-0.501398	-0.363612	0.000000	0.000000	0.000000	0.000000	
0.922664	0.755137	-0.548578	-0.417339	0.000000	0.000000	0.000000	0.000000	
0.958925	0.808338	-0.595831	-0.470140	0.000000	0.000000	0.000000	0.000000	
0.989524	0.861188	-0.643168	-0.521815	0.000000	0.000000	0.000000	0.000000	
1.013029	0.913170	-0.690602	-0.572112	0.000000	0.000000	0.000000	0.000000	
1.023241	0.962785	-0.738164	-0.620735	0.000000	0.000000	0.000000	0.000000	
1.003649	1.003649	-0.785869	-0.667686	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	-0.833752	-0.712793	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	-0.881821	-0.756208	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	-0.930096	-0.797833	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	-0.978527	-0.837834	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	-1.026535	-0.875882	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	-1.071388	-0.912130	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	-1.107306	-0.946280	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	-1.131323	-0.978523	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	-1.148014	-1.008991	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	-1.158055	-1.037916	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	-1.066008	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	-1.094439	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	-1.125475	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	-1.164303	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	-1.215703	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	-1.273140	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	-1.330533	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	-1.387219	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	-1.443541	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	-1.500000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
