1.494042e+00 1.211992e+00
1.482116e+00 1.205988e+00
1.469345e+00 1.199678e+00
1.455787e+00 1.193120e+00
1.440931e+00 1.186120e+00
1.424267e+00 1.178509e+00
1.405338e+00 1.170138e+00
1.383021e+00 1.160387e+00
1.353791e+00 1.146895e+00
1.285417e+00 1.107530e+00
1.246291e+00 1.172304e+00
1.228013e+00 1.199643e+00
1.214405e+00 1.220999e+00
1.203344e+00 1.239480e+00
1.193841e+00 1.256234e+00
1.185494e+00 1.271606e+00
1.178021e+00 1.285879e+00
1.171130e+00 1.299483e+00
1.164886e+00 1.312202e+00
1.494807e+00 1.210659e+00
1.482907e+00 1.204575e+00
1.470222e+00 1.198194e+00
1.456717e+00 1.191522e+00
1.441908e+00 1.184363e+00
1.425293e+00 1.176557e+00
1.406551e+00 1.168092e+00
1.384022e+00 1.158494e+00
1.353777e+00 1.146898e+00
1.291552e+00 1.128101e+00
1.248516e+00 1.173548e+00
1.228634e+00 1.199966e+00
1.214781e+00 1.221189e+00
1.203675e+00 1.239635e+00
1.194147e+00 1.256365e+00
1.185770e+00 1.271733e+00
1.178279e+00 1.285989e+00
1.171372e+00 1.299581e+00
1.165112e+00 1.312295e+00
1.494303e+00 1.211537e+00
1.482385e+00 1.205505e+00
1.469642e+00 1.199170e+00
1.456103e+00 1.192574e+00
1.441260e+00 1.185524e+00
1.424597e+00 1.177876e+00
1.405639e+00 1.169626e+00
1.382870e+00 1.160678e+00
1.351411e+00 1.151631e+00
1.297686e+00 1.148672e+00
1.254502e+00 1.177188e+00
1.232144e+00 1.201737e+00
1.217458e+00 1.222576e+00
1.205992e+00 1.240736e+00
1.196228e+00 1.257267e+00
1.187611e+00 1.272618e+00
1.180009e+00 1.286733e+00
1.172974e+00 1.300281e+00
1.166632e+00 1.312920e+00
1.492093e+00 1.215434e+00
1.480114e+00 1.209639e+00
1.467252e+00 1.203575e+00
1.453439e+00 1.197261e+00
1.438471e+00 1.190688e+00
1.421595e+00 1.183693e+00
1.402007e+00 1.176326e+00
1.378626e+00 1.169145e+00
1.347408e+00 1.164553e+00
1.303614e+00 1.169303e+00
1.266134e+00 1.186226e+00
1.240995e+00 1.206736e+00
1.224529e+00 1.226314e+00
1.212082e+00 1.243778e+00
1.201653e+00 1.259863e+00
1.192485e+00 1.274996e+00
1.184590e+00 1.288749e+00
1.177220e+00 1.302167e+00
1.170663e+00 1.314603e+00
1.488448e+00 1.222033e+00
1.476396e+00 1.216642e+00
1.463433e+00 1.211069e+00
1.449384e+00 1.205322e+00
1.433904e+00 1.199409e+00
1.416874e+00 1.193524e+00
1.397270e+00 1.187828e+00
1.373645e+00 1.183176e+00
1.344176e+00 1.182570e+00
1.309472e+00 1.189955e+00
1.277272e+00 1.199654e+00
1.252687e+00 1.215426e+00
1.234761e+00 1.232596e+00
1.220878e+00 1.249092e+00
1.209738e+00 1.264175e+00
1.199961e+00 1.278634e+00
1.191421e+00 1.292181e+00
1.183720e+00 1.305094e+00
1.176719e+00 1.317429e+00
1.483918e+00 1.231105e+00
1.471598e+00 1.226172e+00
1.458527e+00 1.221240e+00
1.444424e+00 1.216316e+00
1.428961e+00 1.211470e+00
1.411722e+00 1.206897e+00
1.392048e+00 1.203036e+00
1.369350e+00 1.200946e+00
1.343257e+00 1.202697e+00
1.315334e+00 1.210605e+00
1.289712e+00 1.218043e+00
1.267015e+00 1.229831e+00
1.248774e+00 1.243651e+00
1.234036e+00 1.257833e+00
1.221673e+00 1.271794e+00
1.211238e+00 1.285023e+00
1.201851e+00 1.298012e+00
1.193651e+00 1.310215e+00
1.186096e+00 1.322150e+00
1.478605e+00 1.242943e+00
1.466320e+00 1.238702e+00
1.453177e+00 1.234547e+00
1.438997e+00 1.230561e+00
1.423563e+00 1.226897e+00
1.406602e+00 1.223824e+00
1.387944e+00 1.221823e+00
1.367138e+00 1.221681e+00
1.344400e+00 1.224565e+00
1.321296e+00 1.231227e+00
1.299987e+00 1.237393e+00
1.280005e+00 1.246477e+00
1.262686e+00 1.257406e+00
1.247704e+00 1.269352e+00
1.234901e+00 1.281495e+00
1.223754e+00 1.293550e+00
1.213864e+00 1.305408e+00
1.205028e+00 1.316951e+00
1.196987e+00 1.328227e+00
1.473189e+00 1.256570e+00
1.460922e+00 1.253030e+00
1.447867e+00 1.249704e+00
1.434011e+00 1.246723e+00
1.419098e+00 1.244226e+00
1.402989e+00 1.242471e+00
1.385611e+00 1.241837e+00
1.366830e+00 1.242855e+00
1.347104e+00 1.246093e+00
